#t	PDR	Latency	Energy
5	0.0371900826446281	2.9722222222222223	1.5366666666666664
10	0.08264462809917356	2.9375	1.5180000000000007
15	0.12396694214876033	3.075	1.5896666666666668
30	0.22727272727272727	2.8954545454545455	1.4950909090909108
45	0.30785123966942146	2.7684563758389262	1.4288590604026858
60	0.4049586776859504	2.683673469387755	1.3861734693877554
75	0.5144628099173554	2.6726907630522088	1.3801606425702753
90	0.9163223140495868	16.218714768883878	8.179255918827542
