ID	s	d	ts	te	LLC	size	parent	parentTime	replica
----------------------------------------------------
75	0	8	1	1	0	10	-1	-1	-1
71	6	9	2	3	1	1	6	2	0
7	0	9	3	3	0	10	-1	-1	-1
15	0	11	3	3	0	10	-1	-1	-1
18	0	10	3	3	0	1	-1	-1	-1
10	1	10	2	4	2	1	6	3	0
42	0	8	4	4	0	100	-1	-1	-1
52	0	9	4	4	0	25	-1	-1	-1
92	1	9	3	9	6	10	6	5	0
97	0	9	6	6	0	50	-1	-1	-1
63	6	9	6	10	4	10	6	6	0
65	0	11	7	7	0	1	-1	-1	-1
6	5	8	7	8	1	25	5	7	0
35	5	8	7	8	1	1	5	7	0
66	5	10	7	8	1	10	5	7	0
58	6	11	7	11	4	10	6	7	0
3	0	9	8	8	0	10	-1	-1	-1
17	0	9	8	8	0	50	-1	-1	-1
30	0	10	8	8	0	10	-1	-1	-1
82	0	8	8	8	0	50	-1	-1	-1
64	6	9	8	12	4	10	6	8	0
80	6	9	8	9	1	1	6	8	0
67	0	10	9	9	0	10	-1	-1	-1
38	1	10	8	10	2	1	6	9	0
45	6	8	9	13	4	10	6	9	0
41	0	9	10	10	0	100	-1	-1	-1
84	0	10	10	10	0	10	-1	-1	-1
24	5	8	10	11	1	25	5	10	0
26	5	10	10	11	1	1	5	10	0
83	5	8	10	13	3	100	5	10	0
1	1	10	9	11	2	1	6	10	0
12	3	8	5	11	6	1	19	10	0
98	3	9	5	11	6	1	19	10	0
4	4	8	0	11	11	1	19	10	0
46	3	11	1	11	10	1	19	10	0
22	2	8	2	11	9	1	19	10	0
59	2	9	3	11	8	1	19	10	0
33	4	8	5	11	6	1	19	10	0
11	1	10	10	12	2	1	6	11	0
85	1	9	9	15	6	10	6	11	0
13	3	10	8	12	4	1	19	11	0
57	0	8	12	12	0	50	-1	-1	-1
78	1	8	11	13	2	1	6	12	0
54	7	10	9	13	4	1	19	12	0
55	2	8	8	14	6	1	19	13	0
91	0	9	14	14	0	25	-1	-1	-1
77	5	10	14	15	1	1	5	14	0
34	6	8	14	15	1	1	6	14	0
31	3	8	5	15	10	10	19	14	0
37	3	8	0	15	15	10	19	14	0
25	4	11	1	15	14	10	19	14	0
87	3	9	2	15	13	10	19	14	0
72	0	9	15	15	0	10	-1	-1	-1
90	0	9	15	15	0	50	-1	-1	-1
50	6	11	15	16	1	1	6	15	0
61	2	8	1	16	15	10	19	15	0
89	1	8	1	18	17	25	12	16	0
2	1	8	8	18	10	25	12	16	0
60	1	9	11	18	7	25	12	16	0
27	3	11	7	17	10	10	19	16	0
49	7	10	7	17	10	10	19	16	0
70	4	11	3	17	14	10	19	16	0
68	2	8	11	17	6	1	19	16	0
56	6	8	2	20	18	50	12	17	0
21	6	8	8	20	12	50	12	17	0
47	1	9	7	20	13	50	12	17	0
96	6	9	15	21	6	50	12	18	0
76	7	9	15	19	4	1	19	18	0
62	6	9	3	24	21	100	12	19	0
19	6	9	13	24	11	100	12	19	0
73	3	10	10	20	10	10	19	19	0
95	7	8	11	21	10	10	19	20	0
69	1	9	12	24	12	50	12	21	0
9	2	10	7	22	15	10	19	21	0
99	7	11	12	22	10	10	19	21	0
23	4	8	8	22	14	10	19	21	0
44	3	10	3	27	24	25	19	25	0
94	2	9	15	26	11	10	19	25	0
29	1	8	0	0	0	100	-1	-1	-1
89	1	8	1	1	0	25	-1	-1	-1
10	1	10	2	2	0	1	-1	-1	-1
71	6	9	2	3	1	1	6	2	1
92	1	9	3	3	0	10	-1	-1	-1
18	0	10	3	5	2	1	6	4	1
75	0	8	1	7	6	10	8	6	0
47	1	9	7	7	0	50	-1	-1	-1
63	6	9	6	8	2	10	8	7	0
2	1	8	8	8	0	25	-1	-1	-1
38	1	10	8	8	0	1	-1	-1	-1
65	0	11	7	9	2	1	6	8	1
35	5	8	7	9	2	1	6	8	1
80	6	9	8	9	1	1	6	8	1
62	6	9	3	13	10	100	8	8	0
7	0	9	3	9	6	10	8	8	0
15	0	11	3	9	6	10	8	8	0
58	6	11	7	9	2	10	8	8	0
1	1	10	9	9	0	1	-1	-1	-1
85	1	9	9	9	0	10	-1	-1	-1
64	6	9	8	10	2	10	8	9	0
11	1	10	10	10	0	1	-1	-1	-1
45	6	8	9	11	2	10	8	10	0
60	1	9	11	11	0	25	-1	-1	-1
78	1	8	11	11	0	1	-1	-1	-1
26	5	10	10	12	2	1	6	11	1
69	1	9	12	12	0	50	-1	-1	-1
88	1	8	12	12	0	100	-1	-1	-1
12	3	8	5	13	8	1	6	12	1
98	3	9	5	13	8	1	6	12	1
4	4	8	0	13	13	1	6	12	1
46	3	11	1	13	12	1	6	12	1
22	2	8	2	13	11	1	6	12	1
59	2	9	3	13	10	1	6	12	1
33	4	8	5	13	8	1	6	12	1
66	5	10	7	13	6	10	25	12	0
13	3	10	8	14	6	1	6	13	1
3	0	9	8	14	6	10	25	13	0
30	0	10	8	14	6	10	25	13	0
54	7	10	9	15	6	1	6	14	1
34	6	8	14	15	1	1	6	14	1
56	6	8	2	17	15	50	25	14	0
21	6	8	8	17	9	50	25	14	0
67	0	10	9	15	6	10	25	14	0
77	5	10	14	16	2	1	6	15	1
55	2	8	8	16	8	1	6	15	1
50	6	11	15	16	1	1	6	15	1
52	0	9	4	17	13	25	25	15	0
84	0	10	10	16	6	10	25	15	0
19	6	9	13	23	10	100	25	18	0
