2007-10-27,3027 X,3027 Y,3028 X,3028 Y,3029 X,3029 Y,3030 X,3030 Y,3031 X,3031 Y,3032 X,3032 Y,3033 X,3033 Y,3034 X,3034 Y,3035 X,3035 Y,3036 X,3036 Y,3037 X,3037 Y,3039 X,3039 Y,3040 X,3040 Y,3041 X,3041 Y,3103 X,3103 Y,3112 X,3112 Y
7:7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.464573,-72.58044,42.343662,-72.46342,-,-
7:8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.45773,-72.58268,42.341076,-72.458855,-,-
7:9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.45775,-72.58147,42.333565,-72.456184,-,-
7:10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.457756,-72.581535,42.328785,-72.44604,-,-
7:11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.45775,-72.58149,42.32481,-72.43501,-,-
7:12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.45776,-72.58149,42.319073,-72.42672,-,-
7:13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.457806,-72.58139,42.309406,-72.422226,-,-
7:14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.457996,-72.58247,42.301884,-72.418724,-,-
7:15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.45957,-72.57952,42.29514,-72.413345,-,-
7:16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.457596,-72.57066,42.290367,-72.408165,-,-
7:17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.453564,-72.5655,42.289516,-72.40715,-,-
7:18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.45066,-72.56148,42.285805,-72.40681,-,-
7:19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.44385,-72.553024,42.279934,-72.403404,-,-
7:20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.43362,-72.545334,42.2776,-72.400795,-,-
7:21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.423183,-72.5378,42.277554,-72.400764,-,-
7:22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.41148,-72.537636,42.277534,-72.40074,-,-
7:23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.40965,-72.53358,42.27819,-72.40196,-,-
7:24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.409397,-72.53081,42.283993,-72.406105,-,-
7:25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.403103,-72.52908,42.29047,-72.408134,-,-
7:26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.39579,-72.52729,42.29637,-72.41454,-,-
7:27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.392673,-72.52566,42.304188,-72.42047,-,-
7:28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.38925,-72.52474,42.313435,-72.42444,-,-
7:29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.38754,-72.523445,42.323338,-72.42912,-,-
7:30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.38393,-72.52108,42.326202,-72.44197,-,-
7:31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.379192,-72.519806,42.33146,-72.45356,-,-
7:32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.378,-72.52006,42.34006,-72.45821,-,-
7:33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.37622,-72.51996,42.34363,-72.46333,-,-
7:34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.37437,-72.51982,42.346424,-72.468056,-,-
7:35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.370407,-72.519875,42.350204,-72.46954,-,-
7:36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.36154,-72.52082,42.353523,-72.47532,-,-
7:37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.355064,-72.521484,42.354736,-72.4801,-,-
7:38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.351547,-72.52731,42.3572,-72.48313,-,-
7:39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.34955,-72.528404,42.362263,-72.48809,-,-
7:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.34892,-72.528946,42.36787,-72.49446,-,-
7:41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.348923,-72.52895,42.370365,-72.49915,-,-
7:42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.34892,-72.528854,42.36927,-72.4994,-,-
7:43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.348335,-72.52942,42.371002,-72.501686,-,-
7:44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.349792,-72.53029,42.374252,-72.5009,-,-
7:45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.35131,-72.53029,42.37629,-72.50133,-,-
7:46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.351765,-72.52459,42.37578,-72.507904,-,-
7:47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.355965,-72.52088,42.375942,-72.51352,-,-
7:48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.364437,-72.52066,42.375786,-72.51785,-,-
7:49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.372528,-72.519745,42.376545,-72.519905,-,-
7:50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.374092,-72.519806,42.37966,-72.51956,-,-
7:51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.376656,-72.51989,42.38148,-72.51926,-,-
7:52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.379696,-72.51956,42.386044,-72.52241,-,-
7:53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.3834,-72.5208,42.388355,-72.524284,-,-
7:54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.38751,-72.52339,42.391808,-72.52533,-,-
7:55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.387657,-72.52359,42.3951,-72.526924,-,-
7:56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.388954,-72.52465,42.39651,-72.52756,-,-
7:57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.39232,-72.52549,42.403557,-72.52929,-,-
7:58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.395042,-72.52693,42.4063,-72.53154,-,-
7:59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.396587,-72.52765,42.40583,-72.53245,-,-
8:0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.40389,-72.52953,42.405815,-72.5324,-,-
8:1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.40994,-72.53146,42.405834,-72.532455,-,-
8:2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.409798,-72.53782,42.405804,-72.53246,-,-
8:3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.420963,-72.537056,42.40582,-72.53242,-,-
8:4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.431374,-72.54355,42.405815,-72.53244,-,-
8:5,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.441376,-72.55049,42.405807,-72.53244,-,-
8:6,-,-,42.39428,-72.53305,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.449303,-72.55917,42.405033,-72.53235,-,-
8:7,-,-,42.394283,-72.53303,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.4522,-72.56365,42.405045,-72.53046,-,-
8:8,-,-,42.39427,-72.53298,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.403214,-72.52915,-,-
8:9,-,-,42.39432,-72.532906,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.39901,-72.52808,-,-
8:10,-,-,42.394157,-72.533875,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.39529,-72.52707,-,-
8:11,-,-,42.394226,-72.53301,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.39347,-72.526085,-,-
8:12,-,-,42.393837,-72.53279,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.391106,-72.52525,-,-
8:13,-,-,42.393665,-72.53325,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.387794,-72.523895,-,-
8:14,-,-,42.39372,-72.53317,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.386066,-72.52243,-,-
8:15,-,-,42.393692,-72.53319,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.382874,-72.52056,-,-
8:16,-,-,42.39345,-72.53261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.37896,-72.51993,-,-
8:17,-,-,42.393017,-72.532906,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.376087,-72.519905,-,-
8:18,-,-,42.39102,-72.53322,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.46492,-72.58027,42.376156,-72.520035,-,-
8:19,-,-,42.386158,-72.53118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.458035,-72.58269,42.375824,-72.51753,-,-
8:20,42.4672,-72.60079,42.38505,-72.5321,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.457676,-72.58157,42.37581,-72.513016,-,-
8:21,42.467205,-72.60079,42.38235,-72.53184,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.457706,-72.58147,42.37575,-72.5074,-,-
8:22,42.467216,-72.60077,42.381886,-72.53391,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.457985,-72.58264,42.3759,-72.503075,-,-
8:23,42.46719,-72.60077,42.379055,-72.53411,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.459305,-72.57782,42.376305,-72.500786,-,-
8:24,42.467197,-72.60076,42.378777,-72.53466,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.455853,-72.568886,42.372936,-72.501305,-,-
8:25,42.46719,-72.60077,42.37871,-72.53725,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.452095,-72.563515,42.36928,-72.500496,-,-
8:26,42.467205,-72.60075,42.378105,-72.53641,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.45022,-72.560776,42.370167,-72.49907,-,-
8:27,42.46721,-72.60076,42.37808,-72.535866,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.44253,-72.55186,42.37063,-72.49785,-,-
8:28,42.46719,-72.600784,42.37799,-72.5353,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.432087,-72.54431,42.363495,-72.48925,-,-
8:29,42.467175,-72.60079,42.3779,-72.537224,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.421814,-72.53735,42.357937,-72.48541,-,-
8:30,42.467194,-72.600784,42.37769,-72.53685,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.41064,-72.53772,42.355762,-72.485664,-,-
8:31,42.46718,-72.60077,42.378143,-72.53662,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.40966,-72.53338,42.357834,-72.48539,-,-
8:32,42.467155,-72.60078,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.40991,-72.53093,42.355537,-72.479805,-,-
8:33,42.46718,-72.60077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.40671,-72.529915,42.35337,-72.47786,-,-
8:34,42.467266,-72.60081,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.403202,-72.529144,42.35462,-72.48014,-,-
8:35,42.467255,-72.60079,42.37814,-72.536674,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.39821,-72.528076,42.35462,-72.48015,-,-
8:36,42.467274,-72.60082,42.378117,-72.53665,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.394455,-72.52659,42.355362,-72.48057,-,-
8:37,42.467243,-72.600784,42.37813,-72.53665,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.392693,-72.52569,42.356846,-72.48239,-,-
8:38,42.46721,-72.60075,42.378136,-72.53661,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.390606,-72.52516,42.3621,-72.48804,-,-
8:39,42.467228,-72.60078,42.378124,-72.53662,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.38773,-72.52378,42.367817,-72.49442,-,-
8:40,42.467228,-72.6008,42.378136,-72.53663,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.386166,-72.52243,42.370937,-72.499016,-,-
8:41,42.467205,-72.60079,42.37816,-72.536644,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.38181,-72.51974,42.369442,-72.49921,-,-
8:42,42.467175,-72.600784,42.37814,-72.536606,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.3794,-72.519714,42.369354,-72.50178,-,-
8:43,42.467167,-72.60078,42.378124,-72.536606,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.3776,-72.519966,42.37273,-72.50124,-,-
8:44,42.467216,-72.6008,42.378075,-72.53659,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.37618,-72.519875,42.37633,-72.50112,-,-
8:45,42.467175,-72.60079,42.378094,-72.53661,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.3744,-72.519806,42.37574,-72.505615,-,-
8:46,42.467163,-72.6008,42.378147,-72.53665,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.37137,-72.51976,42.375908,-72.511826,-,-
8:47,42.467186,-72.60078,42.378136,-72.536644,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.363144,-72.52075,42.37597,-72.513626,-,-
8:48,42.467167,-72.60079,42.37819,-72.536674,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.35521,-72.52142,42.37582,-72.51794,-,-
8:49,42.46717,-72.600784,42.378155,-72.536644,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.351585,-72.52733,42.37749,-72.51986,-,-
8:50,42.467182,-72.60077,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.34955,-72.52845,42.378933,-72.51983,-,-
8:51,42.46722,-72.60077,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.34891,-72.5289,42.38265,-72.52028,-,-
8:52,42.467216,-72.60074,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.34886,-72.52891,42.38704,-72.52271,-,-
8:53,42.467224,-72.60075,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.348473,-72.52911,42.388195,-72.52418,-,-
8:54,42.4672,-72.60079,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.34911,-72.530464,42.391113,-72.525185,-,-
8:55,42.46716,-72.6008,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.350475,-72.53026,42.39152,-72.52521,-,-
8:56,42.467163,-72.600784,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.35158,-72.52753,42.391502,-72.52519,-,-
8:57,-,-,42.37815,-72.53666,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.35242,-72.5233,42.391483,-72.5252,-,-
8:58,-,-,42.378143,-72.53661,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.355663,-72.52109,42.391506,-72.52518,-,-
8:59,-,-,42.37815,-72.53663,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.36104,-72.520744,42.39388,-72.5261,-,-
9:0,-,-,42.378155,-72.53664,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.36972,-72.51985,42.39785,-72.52805,-,-
9:1,-,-,42.378162,-72.536644,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.374046,-72.51982,42.40393,-72.52947,-,-
9:2,-,-,42.378124,-72.536606,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.375355,-72.51985,42.406414,-72.531105,-,-
9:3,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.377068,-72.5199,42.40583,-72.532486,-,-
9:4,-,-,42.37815,-72.53662,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.378727,-72.51994,42.40582,-72.532455,-,-
9:5,-,-,42.378147,-72.53652,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.38398,-72.52109,42.405807,-72.53244,-,-
