ID	s	d	ts	te	LLC	size	parent	parentTime	replica
----------------------------------------------------
18	0	8	1	1	0	10	-1	-1	-1
76	0	9	1	1	0	100	-1	-1	-1
19	1	11	0	2	2	1	6	2	0
59	5	11	2	3	1	10	5	3	0
11	1	8	1	3	2	1	6	3	0
2	0	10	3	3	0	1	-1	-1	-1
12	6	11	3	4	1	1	6	4	0
17	0	11	4	4	0	1	-1	-1	-1
82	1	8	2	8	6	10	6	8	0
55	0	10	5	5	0	1	-1	-1	-1
58	5	9	5	6	1	25	5	6	0
26	1	9	4	6	2	1	6	6	0
88	0	9	6	6	0	10	-1	-1	-1
61	6	11	6	7	1	1	6	7	0
80	0	11	7	7	0	1	-1	-1	-1
98	0	9	7	7	0	1	-1	-1	-1
65	6	10	7	11	4	10	6	11	0
77	6	11	7	11	4	10	6	11	0
7	0	9	8	8	0	100	-1	-1	-1
44	0	8	8	8	0	10	-1	-1	-1
78	5	10	9	10	1	1	5	10	0
50	1	8	7	13	6	10	6	13	0
28	5	9	10	12	2	50	5	12	0
29	5	11	10	11	1	10	5	11	0
56	1	9	8	14	6	10	6	14	0
24	0	11	11	11	0	1	-1	-1	-1
3	5	10	11	12	1	1	5	12	0
49	6	8	11	20	9	25	6	20	0
32	5	9	12	13	1	10	5	13	0
22	1	9	10	16	6	10	6	16	0
14	6	11	12	13	1	1	6	13	0
73	4	8	1	13	12	1	19	13	0
39	2	11	3	13	10	1	19	13	0
74	2	8	3	13	10	1	19	13	0
64	2	10	4	13	9	1	19	13	0
45	4	11	5	13	8	1	19	13	0
54	2	11	5	13	8	1	19	13	0
38	7	8	9	13	4	1	19	13	0
16	4	9	8	13	5	1	19	13	0
99	2	9	7	13	6	1	19	13	0
57	6	8	13	17	4	10	6	17	0
23	3	10	10	14	4	1	19	14	0
8	0	9	14	14	0	50	-1	-1	-1
41	0	10	14	14	0	10	-1	-1	-1
4	2	8	9	15	6	1	19	15	0
10	0	11	15	15	0	10	-1	-1	-1
20	7	10	4	16	12	10	19	16	0
36	7	10	13	16	3	1	19	16	0
90	7	11	7	17	10	10	19	17	0
85	3	8	14	17	3	1	19	17	0
25	2	10	5	19	14	10	19	19	0
53	3	9	11	20	9	10	19	20	0
62	2	8	7	21	14	10	19	21	0
46	1	8	11	22	11	25	14	22	0
42	1	9	12	22	10	25	14	22	0
68	1	8	14	22	8	25	14	22	0
33	6	8	14	22	8	25	14	22	0
63	6	9	15	22	7	25	14	22	0
91	3	9	1	23	22	25	16	23	0
86	4	9	9	22	13	10	19	22	0
93	2	11	8	22	14	10	19	22	0
48	7	11	13	22	9	10	19	22	0
34	6	9	5	24	19	50	5	24	0
30	1	8	0	27	27	100	5	27	0
89	6	8	4	27	23	100	5	27	0
96	6	9	0	27	27	100	5	27	0
27	6	9	7	27	20	100	5	27	0
97	1	9	9	27	18	100	5	27	0
37	6	8	9	27	18	100	5	27	0
60	6	8	10	27	17	100	5	27	0
67	6	9	12	27	15	100	5	27	0
0	7	9	4	26	22	25	16	26	0
13	2	9	15	26	11	10	16	26	0
40	4	11	15	26	11	10	16	26	0
19	1	11	0	0	0	1	-1	-1	-1
30	1	8	0	0	0	100	-1	-1	-1
11	1	8	1	1	0	1	-1	-1	-1
82	1	8	2	2	0	10	-1	-1	-1
12	6	11	3	4	1	1	6	4	1
26	1	9	4	4	0	1	-1	-1	-1
2	0	10	3	5	2	1	6	5	1
17	0	11	4	6	2	1	6	6	1
96	6	9	0	10	10	100	8	10	0
55	0	10	5	7	2	1	6	7	1
61	6	11	6	7	1	1	6	7	1
18	0	8	1	7	6	10	25	7	0
50	1	8	7	7	0	10	-1	-1	-1
59	5	11	2	8	6	10	25	8	0
56	1	9	8	8	0	10	-1	-1	-1
80	0	11	7	9	2	1	6	9	1
98	0	9	7	9	2	1	6	9	1
34	6	9	5	11	6	50	25	11	0
65	6	10	7	9	2	10	25	9	0
77	6	11	7	9	2	10	25	9	0
97	1	9	9	9	0	100	-1	-1	-1
89	6	8	4	14	10	100	25	14	0
22	1	9	10	10	0	10	-1	-1	-1
78	5	10	9	11	2	1	6	11	1
46	1	8	11	11	0	25	-1	-1	-1
88	0	9	6	12	6	10	25	12	0
42	1	9	12	12	0	25	-1	-1	-1
24	0	11	11	13	2	1	6	13	1
3	5	10	11	13	2	1	6	13	1
14	6	11	12	13	1	1	6	13	1
27	6	9	7	17	10	100	8	17	0
49	6	8	11	15	4	25	25	15	0
44	0	8	8	14	6	10	25	14	0
