ID	s	d	ts	te	LLC	size
------------------------------
11	1	8	1	2	1	1	
82	1	8	2	3	1	10	
5	2	11	2	3	1	25	
20	7	10	4	5	1	10	
39	2	11	3	4	1	1	
54	2	11	5	6	1	1	
94	4	11	5	6	1	25	
58	5	9	5	6	1	25	
45	4	11	5	6	1	1	
88	0	9	6	7	1	10	
98	0	9	7	8	1	1	
50	1	8	7	8	1	10	
93	2	11	8	9	1	10	
23	3	10	10	11	1	1	
32	5	9	12	13	1	10	
36	7	10	13	14	1	1	
57	6	8	13	14	1	10	
9	3	10	15	16	1	25	
40	4	11	15	16	1	10	
47	4	11	3	5	2	50	
26	1	9	4	6	2	1	
64	2	10	4	6	2	1	
72	4	11	7	9	2	50	
28	5	9	10	12	2	50	
83	7	10	11	13	2	50	
49	6	8	11	13	2	25	
46	1	8	11	13	2	25	
8	0	9	14	16	2	50	
33	6	8	14	16	2	25	
68	1	8	14	16	2	25	
76	0	9	1	4	3	100	
87	7	10	1	4	3	100	
84	2	11	1	4	3	100	
92	3	10	7	10	3	100	
7	0	9	8	11	3	100	
6	3	10	10	13	3	100	
70	4	11	15	18	3	100	
48	7	11	13	16	3	10	
69	2	11	13	16	3	100	
78	5	10	9	13	4	1	
3	5	10	11	15	4	1	
43	2	10	15	19	4	25	
30	1	8	0	5	5	100	
89	6	8	4	9	5	100	
18	0	8	1	6	5	10	
25	2	10	5	10	5	10	
90	7	11	7	12	5	10	
60	6	8	10	15	5	100	
37	6	8	9	14	5	100	
44	0	8	8	13	5	10	
16	4	9	8	13	5	1	
14	6	11	12	17	5	1	
85	3	8	14	19	5	1	
24	0	11	11	16	5	1	
1	7	11	15	20	5	25	
56	1	9	8	14	6	10	
99	2	9	7	13	6	1	
38	7	8	9	15	6	1	
22	1	9	10	16	6	10	
80	0	11	7	14	7	1	
63	6	9	15	22	7	25	
55	0	10	5	13	8	1	
61	6	11	6	14	8	1	
52	4	10	7	15	8	25	
4	2	8	9	17	8	1	
35	7	11	11	19	8	50	
31	4	10	7	16	9	50	
81	7	11	10	19	9	50	
53	3	9	11	20	9	10	
2	0	10	3	13	10	1	
17	0	11	4	14	10	1	
42	1	9	12	22	10	25	
41	0	10	14	24	10	10	
75	2	10	7	18	11	100	
12	6	11	3	14	11	1	
21	2	10	7	18	11	100	
10	0	11	15	26	11	10	
74	2	8	3	15	12	1	
29	5	11	10	22	12	10	
15	3	11	6	19	13	50	
67	6	9	12	25	13	100	
86	4	9	9	22	13	10	
13	2	9	15	28	13	10	
73	4	8	1	15	14	1	
66	2	10	4	18	14	100	
19	1	11	0	14	14	1	
71	4	10	3	18	15	100	
51	7	11	8	23	15	100	
65	6	10	7	22	15	10	
79	4	10	2	18	16	100	
95	3	11	3	19	16	50	
97	1	9	9	25	16	100	
77	6	11	7	23	16	10	
62	2	8	7	24	17	10	
34	6	9	5	23	18	50	
27	6	9	7	25	18	100	
59	5	11	2	21	19	10	
91	3	9	1	24	23	25	
0	7	9	4	27	23	25	
96	6	9	0	25	25	100	
