ID	s	d	ts	te	LLC	size
------------------------------
214	4	10	56	58	2	1	
117	7	10	57	59	2	1	
154	4	10	60	62	2	1	
299	3	9	24	27	3	1	
226	3	9	29	32	3	1	
210	1	9	21	25	4	1	
182	3	11	27	33	6	10	
20	4	10	56	62	6	10	
136	3	8	25	34	9	10	
251	7	10	57	66	9	10	
287	2	10	59	69	10	10	
159	6	10	6	17	11	10	
119	1	9	22	34	12	25	
11	0	9	22	35	13	50	
16	6	10	42	55	13	1	
179	6	10	48	61	13	10	
207	0	11	19	34	15	25	
160	0	9	19	35	16	10	
93	2	10	10	27	17	10	
85	3	11	16	33	17	10	
252	2	10	51	68	17	1	
62	3	8	6	24	18	1	
245	1	8	17	35	18	25	
176	4	10	43	61	18	10	
138	2	10	55	73	18	100	
162	2	10	53	71	18	25	
222	3	11	4	24	20	1	
51	3	11	5	25	20	1	
19	2	10	7	27	20	10	
92	3	9	17	37	20	100	
273	2	10	7	28	21	25	
195	3	11	19	40	21	25	
172	3	9	16	37	21	100	
128	1	11	17	38	21	50	
35	6	10	34	55	21	1	
178	0	9	13	35	22	10	
121	3	9	15	37	22	50	
14	1	8	12	34	22	10	
111	2	10	49	71	22	10	
278	3	9	12	35	23	10	
173	1	11	12	35	23	50	
191	6	10	36	59	23	10	
38	6	10	37	60	23	10	
15	2	10	3	27	24	25	
237	1	9	16	40	24	25	
66	7	10	31	55	24	1	
225	0	9	15	40	25	25	
29	0	8	13	38	25	100	
122	3	11	10	35	25	50	
201	3	8	13	38	25	25	
258	2	10	45	70	25	25	
157	3	8	60	85	25	1	
110	0	9	10	36	26	25	
96	0	9	58	84	26	1	
8	1	9	7	34	27	25	
147	0	11	8	35	27	50	
34	0	8	5	34	29	10	
194	2	10	40	69	29	10	
4	2	10	42	71	29	25	
248	3	11	59	88	29	10	
152	1	9	54	84	30	1	
263	1	9	57	87	30	10	
63	0	9	57	87	30	10	
286	3	11	5	36	31	50	
126	4	10	39	70	31	25	
44	6	8	58	89	31	1	
190	0	11	3	35	32	10	
25	2	10	36	68	32	1	
73	1	9	58	90	32	50	
26	0	11	58	90	32	25	
224	2	10	0	33	33	25	
296	1	9	2	35	33	10	
18	1	8	2	35	33	25	
80	1	11	52	85	33	1	
9	7	11	57	90	33	10	
270	1	8	55	88	33	10	
238	1	11	57	90	33	50	
235	3	11	59	92	33	100	
112	0	8	55	88	33	10	
218	7	8	58	91	33	10	
76	1	11	56	89	33	25	
239	1	11	56	89	33	10	
164	7	8	55	88	33	1	
181	1	9	1	35	34	10	
192	0	8	2	36	34	10	
289	0	9	50	84	34	1	
6	0	9	56	90	34	50	
163	2	10	39	74	35	25	
99	1	9	57	92	35	100	
81	1	9	1	37	36	100	
169	0	11	52	88	36	10	
10	3	8	4	41	37	25	
40	0	9	53	90	37	50	
292	1	8	51	88	37	10	
133	0	8	57	94	37	100	
33	4	10	17	55	38	1	
271	1	11	51	89	38	25	
30	6	11	52	90	38	10	
257	6	11	51	89	38	10	
69	2	10	32	71	39	50	
56	1	11	53	92	39	100	
146	1	8	55	94	39	100	
129	1	9	52	92	40	25	
149	0	9	44	84	40	1	
46	1	9	47	87	40	10	
116	1	11	49	89	40	10	
0	1	8	52	92	40	50	
264	0	9	48	89	41	25	
202	1	8	53	94	41	25	
5	2	10	31	73	42	25	
54	0	9	45	87	42	10	
82	0	8	50	92	42	50	
59	3	9	47	90	43	50	
184	1	8	49	92	43	50	
256	6	10	15	59	44	10	
13	1	9	43	87	44	10	
284	7	9	42	87	45	10	
43	3	8	49	94	45	100	
269	0	8	39	85	46	1	
275	1	9	44	90	46	50	
242	0	8	46	92	46	50	
77	6	10	21	68	47	25	
261	0	8	41	88	47	10	
168	0	11	42	89	47	25	
144	1	9	39	87	48	10	
185	0	8	40	88	48	10	
135	3	8	41	89	48	10	
236	3	9	35	84	49	1	
22	0	11	40	90	50	50	
246	7	9	36	87	51	10	
206	1	8	42	93	51	50	
198	4	10	18	70	52	25	
71	7	10	17	69	52	25	
39	3	9	35	87	52	10	
151	1	9	40	92	52	100	
7	3	11	38	90	52	50	
131	3	8	40	92	52	25	
288	3	8	35	88	53	10	
294	3	9	37	90	53	50	
280	1	9	39	92	53	100	
295	0	11	35	89	54	25	
132	3	11	38	92	54	25	
47	1	8	37	92	55	50	
165	0	11	35	92	57	100	
203	3	11	32	90	58	50	
12	1	9	33	92	59	25	
70	3	11	31	90	59	50	
114	1	9	29	89	60	25	
212	1	11	30	90	60	25	
118	3	9	31	92	61	100	
3	3	8	30	91	61	25	
150	6	10	4	66	62	25	
253	0	9	28	90	62	50	
233	0	8	30	94	64	100	
79	0	9	27	92	65	100	
170	1	9	26	93	67	100	
175	7	8	25	92	67	10	
23	0	8	27	94	67	100	
89	3	8	29	96	67	50	
31	7	10	4	72	68	25	
142	7	8	23	91	68	10	
78	3	8	26	95	69	100	
97	1	11	22	92	70	100	
