2007-10-29,3027 X,3027 Y,3028 X,3028 Y,3029 X,3029 Y,3030 X,3030 Y,3031 X,3031 Y,3032 X,3032 Y,3033 X,3033 Y,3034 X,3034 Y,3035 X,3035 Y,3036 X,3036 Y,3037 X,3037 Y,3039 X,3039 Y,3040 X,3040 Y,3041 X,3041 Y,3103 X,3103 Y,3112 X,3112 Y,3115 X,3115 Y,3116 X,3116 Y,3117 X,3117 Y,3118 X,3118 Y,3119 X,3119 Y,3121 X,3121 Y,3122 X,3122 Y,3123 X,3123 Y,3201 X,3201 Y,3202 X,3202 Y,3203 X,3203 Y,3204 X,3204 Y,3211 X,3211 Y,3212 X,3212 Y
6:41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.375847,-72.51051,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.39371,-72.532585,-,-,-,-
6:42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.37586,-72.50356,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.393715,-72.5326,-,-,-,-
6:43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.375854,-72.50356,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.393734,-72.53261,-,-,-,-
6:44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.37434,-72.50092,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.393074,-72.53278,-,-,-,-
6:45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.37591,-72.500435,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.389908,-72.53274,-,-,-,-
6:46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.376907,-72.49758,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.385254,-72.53099,-,-,-,-
6:47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.376392,-72.484245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.385418,-72.52519,-,-,0.0,-1.8111362E22
6:48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.371582,-72.48003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.387123,-72.52644,-,-,0.0,-1.8111362E22
6:49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.36626,-72.48146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.38601,-72.52606,-,-,42.394424,-72.53219
6:50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.363346,-72.488625,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.3859,-72.52277,-,-,42.394382,-72.532585
6:51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.358673,-72.48505,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.3827,-72.52042,-,-,42.394024,-72.532776
6:52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.352585,-72.47292,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.378235,-72.51999,-,-,42.394047,-72.53282
6:53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.345627,-72.46731,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.376522,-72.51991,-,-,42.394062,-72.532776
6:54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.343346,-72.46093,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.37455,-72.51995,-,-,42.394,-72.53275
6:55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.333534,-72.4562,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,42.372143,-72.51931,-,-,42.393967,-72.53283
6:56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.32714,-72.44343,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-1.8111362E22,42.373146,-72.51891,-,-,42.393993,-72.53288
6:57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.32479,-72.43506,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.37315,-72.518936,42.39381,-72.532845,42.393093,-72.53271
6:58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.31756,-72.42629,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.393864,-72.532776,42.373234,-72.51977,42.393833,-72.532906,42.390327,-72.53299
6:59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.30636,-72.42076,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,42.36828,-72.520065,42.393806,-72.53288,42.386593,-72.53141
7:0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.297955,-72.41564,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.359657,-72.52081,42.39382,-72.53288,42.385235,-72.53101
7:1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.29126,-72.40913,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,42.350594,-72.51998,42.393814,-72.53284,42.385414,-72.52499
7:2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.290237,-72.408,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,42.34207,-72.51999,42.393757,-72.53285,42.382988,-72.520615
7:3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.290287,-72.40806,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,42.334442,-72.52334,42.393784,-72.532814,42.3785,-72.51998
7:4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.29024,-72.40802,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,42.324886,-72.52454,42.3931,-72.532745,42.375984,-72.51994
7:5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.290268,-72.40804,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,42.32517,-72.52843,42.395283,-72.53372,42.375877,-72.51532
7:6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.289944,-72.40759,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,42.325294,-72.53114,42.395004,-72.527374,42.375805,-72.50873
7:7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.284565,-72.40654,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,42.3253,-72.53114,42.39519,-72.52696,42.376312,-72.500755
7:8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.279167,-72.401955,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,42.324356,-72.52862,42.39594,-72.527214,42.372833,-72.50054
7:9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.27752,-72.400734,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,42.321945,-72.53078,42.403633,-72.52933,42.366524,-72.49282
7:10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.27754,-72.400734,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,42.32083,-72.53374,42.409836,-72.53091,42.359196,-72.48557
7:11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.277523,-72.400696,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,42.320248,-72.532616,42.41362,-72.53201,42.354164,-72.476425
7:12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.277058,-72.400826,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,42.31767,-72.52965,42.421688,-72.53677,42.353397,-72.47704
7:13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.282417,-72.40498,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,42.308865,-72.529495,42.429867,-72.54225,42.35548,-72.480515
7:14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.289177,-72.406815,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,42.301758,-72.52789,42.439667,-72.54884,42.35882,-72.4852
7:15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.291153,-72.40881,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,42.292114,-72.53225,42.44868,-72.55796,42.36255,-72.48834
7:16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.298695,-72.41615,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,42.286068,-72.5425,42.452297,-72.56357,42.368404,-72.49509
7:17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.3086,-72.42178,-,-,-,-,0.0,-1.8111362E22,-,-,0.0,-0.0,-,-,-,-,-,-,42.28211,-72.55443,-,-,42.370224,-72.49917
7:18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,42.316322,-72.42593,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,42.27659,-72.56427,-,-,42.3693,-72.5006
7:19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-1.8111362E22,42.32527,-72.43227,-,-,-,-,0.0,-1.8111362E22,-,-,0.0,-0.0,-,-,-,-,-,-,42.267853,-72.56696,-,-,42.37068,-72.50179
7:20,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,42.329075,-72.44645,-,-,-,-,42.39366,-72.53293,-,-,0.0,-0.0,-,-,-,-,-,-,42.262756,-72.57256,-,-,42.37279,-72.5013
7:21,-,-,-,-,-,-,-,-,0.0,-1.8111362E22,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,42.33233,-72.45513,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,42.258183,-72.573616,-,-,42.3763,-72.50126
7:22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-0.0,42.338795,-72.45756,-,-,0.0,-0.0,42.39367,-72.53294,-,-,0.0,-0.0,-,-,-,-,-,-,42.25552,-72.57262,-,-,42.375797,-72.50715
7:23,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.39371,-72.53291,42.343822,-72.463715,-,-,0.0,-0.0,42.393646,-72.53295,-,-,0.0,-0.0,-,-,-,-,-,-,42.254192,-72.57413,-,-,42.375957,-72.51229
7:24,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.393528,-72.53326,42.345554,-72.46717,-,-,0.0,-0.0,42.393703,-72.53292,-,-,0.0,-0.0,-,-,-,-,-,-,42.25415,-72.574135,-,-,42.375847,-72.51671
7:25,-,-,-,-,-,-,-,-,42.393845,-72.53304,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.393505,-72.53322,42.349987,-72.46933,-,-,0.0,-0.0,42.3937,-72.532906,-,-,0.0,-0.0,-,-,-,-,-,-,42.25416,-72.57419,-,-,42.37739,-72.51987
7:26,-,-,-,-,-,-,-,-,42.39382,-72.5331,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.393597,-72.533,42.35114,-72.470604,-,-,0.0,-0.0,42.393677,-72.53297,-,-,0.0,-0.0,-,-,-,-,-,-,42.254177,-72.57417,-,-,42.377396,-72.51983
7:27,-,-,-,-,-,-,-,-,42.39393,-72.532715,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.39256,-72.53445,42.357525,-72.48355,-,-,0.0,-0.0,42.393646,-72.53294,-,-,0.0,-0.0,-,-,-,-,-,-,42.254204,-72.57415,42.46631,-72.57853,42.381435,-72.519226
7:28,-,-,-,-,-,-,-,-,42.392673,-72.5334,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.392433,-72.53602,42.362328,-72.48806,-,-,0.0,-0.0,42.393654,-72.53284,-,-,0.0,-0.0,-,-,-,-,-,-,42.2542,-72.57421,42.464954,-72.580284,42.38575,-72.522026
7:29,-,-,-,-,-,-,-,-,42.394222,-72.53448,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.392475,-72.53591,42.36402,-72.48702,-,-,0.0,-0.0,42.392704,-72.53368,-,-,0.0,-0.0,-,-,-,-,-,-,42.25415,-72.57415,42.457893,-72.582756,42.387745,-72.52349
7:30,-,-,-,-,-,-,-,-,42.39473,-72.52855,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.392426,-72.536026,42.366543,-72.48087,-,-,0.0,-0.0,42.390293,-72.53288,-,-,0.0,-0.0,-,-,-,-,-,-,42.254116,-72.57419,42.457737,-72.581535,42.38771,-72.52349
7:31,-,-,-,-,-,-,-,-,42.400005,-72.527855,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.392452,-72.536,42.37262,-72.48054,-,-,0.0,-0.0,42.385025,-72.530785,-,-,0.0,-0.0,0.0,-0.0,-,-,-,-,42.25414,-72.574234,42.457928,-72.582344,42.39052,-72.52509
7:32,-,-,-,-,-,-,-,-,42.40814,-72.53034,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.392456,-72.53596,42.376446,-72.481255,-,-,0.0,-0.0,42.385704,-72.523865,-,-,0.0,-0.0,0.0,-0.0,-,-,-,-,42.25414,-72.57423,42.459393,-72.578384,42.393826,-72.52619
7:33,-,-,-,-,-,-,-,-,42.41554,-72.533,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.392445,-72.53593,42.37675,-72.493385,-,-,0.0,-0.0,42.381126,-72.51876,-,-,0.0,-0.0,42.39384,-72.53266,-,-,-,-,42.253624,-72.57513,42.45601,-72.569084,42.39917,-72.52804
7:34,-,-,-,-,-,-,-,-,42.421665,-72.5371,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.392384,-72.5361,42.376717,-72.499916,-,-,0.0,-0.0,42.37784,-72.51405,-,-,0.0,-0.0,42.393833,-72.53262,-,-,-,-,42.256355,-72.57648,42.453976,-72.56598,42.40633,-72.52982
7:35,-,-,-,-,-,-,-,-,42.429855,-72.542175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.392483,-72.53464,42.376263,-72.5014,-,-,0.0,-0.0,42.376057,-72.51294,-,-,0.0,-0.0,42.393833,-72.532646,-,-,-,-,42.25806,-72.57579,42.451534,-72.56279,42.406136,-72.53208
7:36,-,-,-,-,-,-,-,-,42.440613,-72.54966,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.39535,-72.533226,42.375774,-72.50701,-,-,0.0,-0.0,42.37581,-72.510414,-,-,0.0,-0.0,42.393856,-72.53265,-,-,-,-,42.263714,-72.57216,42.445396,-72.55402,-,-
7:37,-,-,-,-,-,-,-,-,42.44979,-72.55973,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.395607,-72.53007,42.375877,-72.51079,-,-,0.0,-0.0,42.376003,-72.50261,-,-,0.0,-0.0,42.39387,-72.53271,-,-,-,-,42.268692,-72.566345,42.43535,-72.54629,-,-
7:38,-,-,-,-,-,-,-,-,42.45651,-72.56833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.393482,-72.5261,42.375904,-72.512794,-,-,0.0,-0.0,42.374073,-72.500916,-,-,0.0,-0.0,42.393845,-72.53267,-,-,-,-,42.274162,-72.56505,42.432747,-72.54484,-,-
7:39,-,-,-,-,-,-,-,-,42.465107,-72.57541,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.39333,-72.52607,42.375732,-72.51964,-,-,0.0,-0.0,42.37259,-72.49993,-,-,0.0,-0.0,42.393806,-72.53269,-,-,-,-,42.28095,-72.557365,42.42392,-72.53815,-,-
7:40,-,-,-,-,-,-,-,-,42.466347,-72.57878,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.391293,-72.52528,42.377094,-72.519905,-,-,0.0,-0.0,42.365658,-72.49167,-,-,0.0,-0.0,42.393635,-72.53261,-,-,-,-,42.283756,-72.55029,42.411892,-72.537575,-,-
7:41,-,-,-,-,-,-,-,-,42.459232,-72.58222,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.387733,-72.523865,42.38091,-72.519325,-,-,0.0,-0.0,42.357407,-72.48345,-,-,0.0,-0.0,42.392807,-72.53367,-,-,-,-,42.28812,-72.5379,42.40957,-72.53385,-,-
7:42,-,-,-,-,-,-,-,-,42.45774,-72.581474,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.38554,-72.52201,42.383804,-72.52093,-,-,0.0,-0.0,42.3534,-72.47542,-,-,0.0,-0.0,42.39143,-72.53332,-,-,-,-,42.29051,-72.53327,42.409863,-72.53125,42.405865,-72.53247
7:43,-,-,-,-,-,-,-,-,42.45783,-72.581375,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.381844,-72.5197,42.38773,-72.523544,-,-,0.0,-0.0,42.35472,-72.4801,-,-,0.0,-0.0,42.38527,-72.53096,-,-,-,-,42.300255,-72.52879,42.40847,-72.53044,42.405876,-72.53249
7:44,-,-,-,-,-,-,-,-,42.457794,-72.58141,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.381668,-72.51919,42.38771,-72.52358,-,-,0.0,-0.0,42.35469,-72.48009,-,-,0.0,-0.0,42.385277,-72.525635,-,-,-,-,42.307312,-72.530815,42.40303,-72.52897,42.405846,-72.532455
7:45,-,-,-,-,-,-,-,-,42.457767,-72.581436,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.388794,-72.51686,42.38773,-72.52358,-,-,0.0,-0.0,42.356236,-72.48127,-,-,0.0,-0.0,42.384037,-72.52108,-,-,-,-,42.316593,-72.53011,42.39814,-72.52808,42.40583,-72.532524
7:46,-,-,-,-,-,-,-,-,42.457916,-72.58187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.38897,-72.517746,42.387722,-72.52352,-,-,0.0,-0.0,42.359028,-72.48539,-,-,0.0,-0.0,42.381012,-72.5193,-,-,-,-,42.319942,-72.52965,42.393555,-72.52613,42.405468,-72.532455
7:47,-,-,-,-,-,-,-,-,42.459503,-72.57923,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.38925,-72.51848,42.39106,-72.52516,-,-,0.0,-0.0,42.362423,-72.48828,-,-,0.0,-0.0,42.376305,-72.519875,-,-,-,-,42.3211,-72.533676,42.392494,-72.525604,42.40497,-72.53081
7:48,-,-,-,-,-,-,-,-,42.456383,-72.56944,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.391956,-72.520195,42.393913,-72.526115,-,-,0.0,-0.0,42.3657,-72.49173,-,-,0.0,-0.0,42.37335,-72.519844,-,-,-,-,42.322075,-72.53014,42.390858,-72.52531,42.403957,-72.5296
7:49,-,-,-,-,-,-,-,-,42.45359,-72.56553,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.393524,-72.515945,42.395084,-72.52688,-,-,0.0,-0.0,42.37105,-72.49893,-,-,0.0,-0.0,42.370125,-72.51983,-,-,-,-,42.325043,-72.528755,42.388405,-72.524376,42.40127,-72.52809
7:50,-,-,-,-,-,-,-,-,42.451523,-72.56277,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.394875,-72.51198,42.39561,-72.527115,-,-,0.0,-0.0,42.36926,-72.49992,-,-,0.0,-0.0,42.360058,-72.52078,-,-,-,-,42.32532,-72.5309,42.38708,-72.52283,42.395126,-72.527016
