2007-11-03,3027 X,3027 Y,3028 X,3028 Y,3029 X,3029 Y,3030 X,3030 Y,3031 X,3031 Y,3032 X,3032 Y,3033 X,3033 Y,3034 X,3034 Y,3035 X,3035 Y,3036 X,3036 Y,3037 X,3037 Y,3039 X,3039 Y,3040 X,3040 Y,3041 X,3041 Y,3103 X,3103 Y,3112 X,3112 Y,3115 X,3115 Y
8:57,-,-,-,-,42.391956,-72.53424,-,-,-,-,42.396156,-72.53364,-,-,-,-,-,-,-,-,42.38426,-72.54099,-,-,-,-,42.351578,-72.52925,42.405903,-72.53249,-,-,-,-
8:58,-,-,-,-,42.392017,-72.53429,-,-,-,-,42.396133,-72.53362,-,-,-,-,-,-,-,-,42.369747,-72.5428,-,-,-,-,42.352146,-72.5237,-,-,-,-,-,-
8:59,-,-,-,-,42.392006,-72.53409,-,-,-,-,42.39614,-72.5336,-,-,-,-,-,-,-,-,42.360077,-72.54646,-,-,-,-,42.355686,-72.52109,-,-,-,-,-,-
9:0,-,-,-,-,42.39187,-72.53448,-,-,-,-,42.396137,-72.53359,-,-,-,-,-,-,-,-,42.356865,-72.55295,-,-,-,-,42.362354,-72.52074,-,-,-,-,-,-
9:1,-,-,-,-,42.391926,-72.53437,-,-,-,-,42.396133,-72.5336,-,-,-,-,-,-,-,-,42.350998,-72.56448,-,-,-,-,42.370766,-72.51977,-,-,-,-,-,-
9:2,-,-,-,-,42.391933,-72.53439,-,-,-,-,42.396126,-72.533585,-,-,-,-,-,-,-,-,42.34531,-72.576355,-,-,-,-,42.37306,-72.519775,-,-,-,-,-,-
9:3,-,-,-,-,42.392044,-72.53411,-,-,-,-,42.396103,-72.533615,-,-,0.0,-0.0,42.376286,-72.53243,-,-,42.34251,-72.584335,-,-,-,-,42.37471,-72.51974,-,-,-,-,-,-
9:4,-,-,-,-,42.39206,-72.5341,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.342255,-72.59101,-,-,-,-,42.377483,-72.51986,-,-,-,-,-,-
9:5,-,-,-,-,42.39204,-72.534065,-,-,-,-,-,-,-,-,0.0,-0.0,42.37893,-72.53714,-,-,42.34139,-72.59852,-,-,-,-,42.37831,-72.51985,42.405552,-72.53235,-,-,-,-
9:6,-,-,-,-,42.392036,-72.53408,-,-,-,-,-,-,-,-,0.0,-0.0,42.37826,-72.53636,-,-,42.339195,-72.61057,-,-,-,-,42.379772,-72.51949,42.405193,-72.532295,-,-,-,-
9:7,-,-,-,-,42.39196,-72.53466,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,42.3343,-72.62039,-,-,-,-,42.382736,-72.5204,42.40316,-72.52901,-,-,-,-
9:8,-,-,-,-,42.392036,-72.53413,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.32711,-72.625084,-,-,-,-,42.387413,-72.52323,42.40283,-72.528786,-,-,-,-
9:9,-,-,-,-,42.391884,-72.53463,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.321285,-72.627655,-,-,-,-,42.388687,-72.5245,42.40283,-72.528786,-,-,-,-
9:10,-,-,-,-,42.39225,-72.53396,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.318733,-72.63099,-,-,-,-,42.393772,-72.526054,42.40283,-72.528786,-,-,-,-
9:11,-,-,-,-,42.391903,-72.53444,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.3177,-72.633224,-,-,-,-,42.396133,-72.52735,42.40283,-72.528786,-,-,-,-
9:12,-,-,-,-,42.391945,-72.53441,-,-,-,-,-,-,-,-,-,-,42.378277,-72.53566,-,-,42.31945,-72.63705,-,-,-,-,42.40293,-72.52886,42.40283,-72.528786,-,-,-,-
9:13,-,-,-,-,42.39192,-72.53443,-,-,-,-,-,-,-,-,-,-,42.378223,-72.53563,-,-,42.319805,-72.637825,-,-,-,-,42.40996,-72.53098,42.40283,-72.528786,-,-,0.0,-0.0
9:14,-,-,-,-,42.391903,-72.53443,-,-,-,-,-,-,-,-,-,-,42.37822,-72.5356,-,-,42.319622,-72.63756,-,-,-,-,42.40913,-72.53779,42.40283,-72.528786,-,-,0.0,-1.1095744E27
9:15,-,-,-,-,42.39202,-72.53398,-,-,-,-,-,-,-,-,-,-,42.37825,-72.53568,-,-,42.319622,-72.637596,-,-,-,-,42.41923,-72.53683,42.40283,-72.528786,-,-,0.0,-0.0
9:16,-,-,-,-,42.391983,-72.53402,-,-,-,-,-,-,-,-,-,-,42.378242,-72.53565,-,-,42.319633,-72.63759,-,-,-,-,42.429825,-72.542206,42.40283,-72.528786,-,-,-,-
9:17,-,-,-,-,42.392124,-72.53408,-,-,-,-,-,-,-,-,-,-,42.378265,-72.5357,-,-,42.31966,-72.63752,-,-,-,-,42.439957,-72.54904,42.40283,-72.528786,-,-,-,-
9:18,-,-,-,-,42.39205,-72.533905,-,-,-,-,-,-,-,-,-,-,42.378273,-72.53566,-,-,42.31966,-72.63744,-,-,-,-,42.44812,-72.55705,42.40283,-72.528786,-,-,-,-
9:19,-,-,-,-,42.392036,-72.53401,-,-,-,-,-,-,-,-,0.0,-0.0,42.37829,-72.53566,-,-,42.319645,-72.63748,-,-,-,-,42.45421,-72.566154,42.40283,-72.528786,-,-,-,-
9:20,-,-,-,-,42.39197,-72.53405,-,-,-,-,-,-,-,-,0.0,-0.0,42.37829,-72.53569,-,-,42.319633,-72.63754,-,-,-,-,42.463825,-72.57404,42.40283,-72.528786,-,-,-,-
9:21,-,-,0.0,-0.0,42.392235,-72.533875,-,-,-,-,-,-,-,-,0.0,-0.0,42.37829,-72.535675,-,-,42.3189,-72.63609,-,-,-,-,42.46639,-72.57896,42.40283,-72.528786,-,-,-,-
9:22,-,-,42.377724,-72.535736,42.392017,-72.53402,-,-,0.0,-0.0,-,-,-,-,0.0,-0.0,42.378304,-72.53569,-,-,42.31769,-72.63451,-,-,-,-,42.462917,-72.581024,42.40283,-72.528786,-,-,-,-
9:23,-,-,42.378044,-72.535385,42.39197,-72.534035,-,-,0.0,-1.8111362E22,-,-,-,-,0.0,-0.0,42.378315,-72.53571,-,-,42.31779,-72.633194,-,-,-,-,42.457657,-72.5826,42.40283,-72.528786,-,-,-,-
9:24,-,-,42.378048,-72.53539,42.39201,-72.534035,-,-,0.0,-0.0,-,-,-,-,0.0,-0.0,42.37832,-72.535706,-,-,42.318306,-72.6314,-,-,-,-,-,-,42.40283,-72.528786,-,-,-,-
9:25,-,-,42.378048,-72.535416,42.39198,-72.53402,-,-,0.0,-0.0,-,-,-,-,0.0,-0.0,-,-,-,-,42.31931,-72.62997,-,-,-,-,-,-,42.40283,-72.528786,-,-,-,-
9:26,-,-,42.378048,-72.535416,42.39193,-72.534325,-,-,0.0,-0.0,-,-,-,-,0.0,-0.0,42.378296,-72.535614,-,-,42.321472,-72.62731,-,-,-,-,-,-,42.40283,-72.528786,-,-,-,-
9:27,-,-,42.37803,-72.53544,42.391865,-72.53453,-,-,42.46731,-72.60152,-,-,-,-,0.0,-0.0,-,-,-,-,42.32512,-72.62513,-,-,-,-,-,-,42.40283,-72.528786,-,-,-,-
9:28,-,-,42.377995,-72.53545,42.39221,-72.53453,-,-,42.46738,-72.6014,-,-,-,-,0.0,-0.0,-,-,-,-,42.33246,-72.621735,-,-,-,-,-,-,-,-,-,-,-,-
9:29,-,-,42.37803,-72.53548,42.392162,-72.53449,-,-,42.4674,-72.601395,-,-,-,-,0.0,-0.0,42.378292,-72.5357,-,-,42.337563,-72.61643,-,-,-,-,-,-,-,-,-,-,-,-
9:30,-,-,42.37804,-72.53545,42.392075,-72.53391,-,-,42.467392,-72.601425,-,-,-,-,0.0,-0.0,42.378307,-72.5357,-,-,42.338078,-72.60788,-,-,-,-,-,-,-,-,-,-,-,-
9:31,-,-,42.378025,-72.53538,42.392048,-72.53397,-,-,42.467598,-72.60152,-,-,-,-,0.0,-0.0,42.378235,-72.53565,-,-,42.335983,-72.59667,-,-,-,-,-,-,-,-,-,-,-,-
9:32,-,-,42.378036,-72.53537,42.39206,-72.53392,-,-,42.46755,-72.60151,-,-,-,-,0.0,-0.0,42.378227,-72.53564,-,-,42.334106,-72.58354,-,-,-,-,42.457882,-72.582275,-,-,-,-,-,-
9:33,-,-,42.378075,-72.535385,42.392113,-72.53391,-,-,42.467564,-72.60151,-,-,-,-,0.0,-0.0,42.378307,-72.53569,-,-,42.331276,-72.57512,-,-,-,-,42.458847,-72.575455,-,-,-,-,-,-
9:34,-,-,42.37807,-72.53541,42.39205,-72.53407,-,-,42.467567,-72.601456,-,-,-,-,0.0,-0.0,42.3783,-72.535675,-,-,42.32997,-72.56196,-,-,-,-,42.4583,-72.5724,-,-,-,-,-,-
9:35,-,-,42.378048,-72.535416,42.392002,-72.53403,-,-,42.46767,-72.60157,-,-,-,-,0.0,-0.0,42.378284,-72.53567,-,-,42.321915,-72.55168,-,-,-,-,42.454967,-72.56793,-,-,-,-,-,-
9:36,-,-,42.37805,-72.53539,42.392006,-72.533905,-,-,42.46753,-72.60145,-,-,-,-,0.0,-0.0,42.378258,-72.53569,-,-,42.32026,-72.53737,-,-,-,-,42.451508,-72.56279,42.355373,-72.480545,-,-,-,-
9:37,-,-,42.378044,-72.53542,42.39199,-72.53401,-,-,42.467484,-72.60134,-,-,-,-,0.0,-0.0,42.378246,-72.53567,-,-,42.32114,-72.53378,-,-,-,-,42.449997,-72.56048,-,-,-,-,-,-
9:38,-,-,42.378017,-72.535385,42.39204,-72.53399,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,42.322166,-72.52974,-,-,-,-,42.441753,-72.55098,42.36526,-72.49116,-,-,-,-
9:39,-,-,42.37801,-72.535385,42.392036,-72.53404,-,-,-,-,-,-,-,-,0.0,-0.0,42.37829,-72.53544,-,-,42.325283,-72.53091,-,-,-,-,42.43157,-72.5438,42.36654,-72.49287,-,-,-,-
9:40,-,-,42.378,-72.53532,42.392056,-72.53387,-,-,42.467506,-72.60142,-,-,-,-,0.0,-0.0,42.378284,-72.53542,-,-,42.32538,-72.531136,-,-,-,-,42.421112,-72.53711,42.370277,-72.49913,-,-,-,-
9:41,-,-,42.377995,-72.53536,42.392025,-72.53392,-,-,42.467514,-72.60137,-,-,-,-,0.0,-0.0,42.378246,-72.535355,-,-,42.32487,-72.53093,-,-,-,-,42.41035,-72.53779,-,-,-,-,-,-
9:42,-,-,42.378002,-72.53537,42.392,-72.533966,-,-,42.467518,-72.60142,-,-,-,-,0.0,-0.0,42.378265,-72.53541,-,-,42.322117,-72.52983,-,-,-,-,42.409344,-72.53587,-,-,-,-,-,-
9:43,-,-,42.37801,-72.53539,42.39201,-72.53403,-,-,42.467426,-72.60141,-,-,-,-,0.0,-0.0,42.37826,-72.53546,-,-,42.32086,-72.53365,-,-,-,-,42.409943,-72.53114,-,-,-,-,-,-
9:44,-,-,42.377995,-72.53537,42.392033,-72.53419,-,-,42.46744,-72.60136,-,-,-,-,0.0,-0.0,42.378124,-72.53597,-,-,42.32018,-72.53321,-,-,-,-,42.40495,-72.52976,-,-,-,-,-,-
9:45,-,-,42.378014,-72.53541,42.392063,-72.53384,-,-,42.467396,-72.601395,-,-,-,-,0.0,-0.0,42.37818,-72.53657,-,-,42.31853,-72.52876,-,-,-,-,42.40322,-72.52917,-,-,-,-,-,-
9:46,-,-,42.378036,-72.53547,42.392025,-72.53395,-,-,42.46755,-72.60149,-,-,-,-,0.0,-0.0,42.378212,-72.53657,-,-,42.309555,-72.52952,-,-,-,-,42.398712,-72.52807,-,-,-,-,-,-
9:47,-,-,42.378036,-72.53547,42.39206,-72.534164,-,-,42.46754,-72.60148,-,-,-,-,0.0,-0.0,42.378197,-72.5366,-,-,42.29997,-72.52884,-,-,-,-,42.393566,-72.526115,-,-,-,-,-,-
9:48,-,-,42.37803,-72.53545,42.39196,-72.53444,-,-,42.46739,-72.601395,-,-,-,-,0.0,-0.0,42.378212,-72.53659,-,-,42.28983,-72.53388,-,-,-,-,42.39267,-72.52569,-,-,-,-,-,-
9:49,-,-,42.378025,-72.53543,42.39198,-72.53442,-,-,42.467457,-72.60142,-,-,-,-,0.0,-0.0,42.37824,-72.53657,-,-,42.284492,-72.548454,-,-,-,-,42.389595,-72.52491,-,-,-,-,-,-
9:50,-,-,42.37803,-72.53543,42.392036,-72.53404,-,-,42.467575,-72.60151,-,-,-,-,0.0,-0.0,42.378235,-72.536575,-,-,42.280197,-72.55913,-,-,-,-,42.387146,-72.522865,-,-,-,-,-,-
9:51,-,-,42.378033,-72.5354,42.39196,-72.53432,-,-,-,-,-,-,-,-,0.0,-0.0,42.378216,-72.536606,-,-,42.27155,-72.56573,-,-,0.0,-0.0,42.385357,-72.521935,-,-,-,-,-,-
9:52,-,-,42.378036,-72.535416,42.39196,-72.53432,-,-,42.467865,-72.60235,-,-,-,-,0.0,-0.0,42.37817,-72.536644,-,-,42.2663,-72.57165,-,-,0.0,-1.1095744E27,42.38241,-72.52019,-,-,-,-,-,-
9:53,-,-,42.378017,-72.53543,-,-,-,-,42.467686,-72.60566,-,-,-,-,0.0,-0.0,42.378197,-72.53665,-,-,42.259155,-72.574875,-,-,42.39441,-72.53309,42.380566,-72.519356,-,-,-,-,-,-
9:54,-,-,-,-,-,-,-,-,42.46855,-72.61042,-,-,-,-,42.378036,-72.53533,42.378403,-72.536865,-,-,42.25762,-72.571915,-,-,42.394485,-72.533165,42.37869,-72.519966,-,-,-,-,-,-
9:55,-,-,-,-,-,-,-,-,42.474117,-72.610565,-,-,-,-,42.378094,-72.53529,42.378124,-72.536964,-,-,42.25419,-72.57419,-,-,42.393658,-72.53263,42.378586,-72.519936,-,-,-,-,-,-
9:56,-,-,-,-,42.39192,-72.534325,-,-,42.477287,-72.60836,-,-,-,-,42.378185,-72.53525,42.378155,-72.536865,-,-,42.254154,-72.57431,-,-,42.39364,-72.53266,42.378357,-72.51992,-,-,-,-,-,-
9:57,-,-,-,-,42.391922,-72.534355,-,-,42.477627,-72.61135,-,-,-,-,42.378227,-72.53521,42.378136,-72.53618,-,-,42.2542,-72.57426,-,-,42.393665,-72.532616,42.377014,-72.51992,-,-,-,-,-,-
9:58,-,-,-,-,42.391914,-72.53428,-,-,42.471577,-72.61467,-,-,-,-,42.3782,-72.535164,42.37805,-72.536446,-,-,42.254265,-72.57428,-,-,42.39363,-72.53267,42.374393,-72.519875,-,-,-,-,-,-
9:59,-,-,-,-,42.391884,-72.53429,-,-,42.46578,-72.61723,-,-,-,-,42.378143,-72.53514,42.37815,-72.53722,-,-,42.25423,-72.57413,-,-,42.393726,-72.532486,42.36895,-72.52,-,-,-,-,-,-
10:0,-,-,-,-,42.391903,-72.534355,-,-,42.45429,-72.61833,-,-,-,-,42.378178,-72.5353,42.37821,-72.53673,-,-,42.25411,-72.574455,-,-,42.39371,-72.532524,42.36063,-72.5208,-,-,-,-,-,-
10:1,-,-,-,-,42.3919,-72.53435,-,-,42.442413,-72.62052,-,-,-,-,42.378204,-72.534996,42.378223,-72.53622,-,-,42.253937,-72.57454,-,-,42.393696,-72.532555,42.353992,-72.522255,-,-,-,-,-,-
10:2,-,-,-,-,42.391907,-72.53433,-,-,42.433266,-72.62276,-,-,-,-,42.378197,-72.53514,42.378307,-72.53603,-,-,42.254135,-72.57728,-,-,42.393715,-72.53255,42.35146,-72.5275,-,-,-,-,-,-
10:3,-,-,-,-,-,-,-,-,42.439495,-72.62456,-,-,-,-,42.37841,-72.535416,42.378063,-72.5367,-,-,42.25662,-72.57643,-,-,42.39374,-72.53253,42.349068,-72.52886,-,-,-,-,-,-
10:4,-,-,-,-,-,-,-,-,42.44927,-72.62678,-,-,-,-,42.378456,-72.53538,42.378025,-72.53694,-,-,42.25789,-72.57595,-,-,42.393723,-72.532524,42.348957,-72.52889,-,-,-,-,-,-
10:5,-,-,-,-,-,-,-,-,42.458965,-72.62151,-,-,-,-,42.3783,-72.5352,42.378128,-72.536064,-,-,42.261417,-72.572754,-,-,42.393745,-72.53252,42.348347,-72.52987,42.405655,-72.532326,-,-,-,-
10:6,-,-,-,-,42.391926,-72.53436,-,-,42.46658,-72.61689,-,-,-,-,42.378307,-72.53528,42.37809,-72.536865,-,-,42.26656,-72.568596,-,-,42.39368,-72.53255,42.35045,-72.53029,42.4055,-72.53227,-,-,-,-
10:7,-,-,-,-,42.391937,-72.5343,-,-,42.46875,-72.61191,-,-,-,-,42.378407,-72.53541,42.378246,-72.53665,-,-,42.2761,-72.56462,-,-,42.391792,-72.53355,42.351154,-72.53027,42.404686,-72.52946,-,-,-,-
10:8,-,-,-,-,-,-,-,-,42.46722,-72.60071,-,-,-,-,42.37818,-72.53529,42.37818,-72.536804,-,-,42.282555,-72.55334,-,-,42.3852,-72.530975,42.351578,-72.5265,42.403294,-72.52901,-,-,42.253563,-72.574745
10:9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.37794,-72.53486,42.37821,-72.53681,-,-,42.286175,-72.54226,-,-,42.385113,-72.52635,42.354885,-72.52149,42.403294,-72.52901,-,-,42.254112,-72.5744
10:10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.378067,-72.53514,42.378098,-72.53699,-,-,42.29338,-72.53153,-,-,42.38701,-72.52649,42.35696,-72.52093,42.403294,-72.52901,-,-,-,-
10:11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.378117,-72.5353,42.378025,-72.53656,-,-,42.303165,-72.52763,-,-,42.38585,-72.522446,42.365032,-72.52056,42.403294,-72.52901,-,-,42.2542,-72.57423
10:12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.378292,-72.53516,42.378017,-72.53657,-,-,42.31115,-72.529755,-,-,42.381638,-72.51963,42.371265,-72.519775,42.403294,-72.52901,-,-,42.253975,-72.57613
10:13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.378025,-72.53504,42.37804,-72.536194,-,-,42.319183,-72.528015,-,-,42.37848,-72.519936,42.37306,-72.51991,42.403294,-72.52901,-,-,42.256237,-72.57645
10:14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.378304,-72.53535,42.377995,-72.53607,-,-,42.319633,-72.52883,-,-,42.375896,-72.51989,42.374466,-72.51978,42.403294,-72.52901,-,-,42.259995,-72.57365
10:15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.37902,-72.536095,42.378048,-72.536125,-,-,42.320847,-72.53388,-,-,42.3744,-72.51985,42.375088,-72.51979,42.403294,-72.52901,-,-,42.266167,-72.57158
10:16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.37874,-72.53599,42.37804,-72.53609,-,-,42.321762,-72.533676,-,-,42.372234,-72.51879,42.37689,-72.51997,42.403294,-72.52901,-,-,42.27206,-72.5656
10:17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.37824,-72.5353,42.37806,-72.53611,-,-,42.324944,-72.528725,-,-,42.37313,-72.51988,42.377277,-72.5199,42.403294,-72.52901,-,-,42.278816,-72.55997
10:18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.378105,-72.5372,42.378067,-72.53609,-,-,42.325306,-72.53108,-,-,42.364975,-72.52053,42.379818,-72.51954,42.403294,-72.52901,-,-,42.28392,-72.549805
10:19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.37901,-72.53589,42.378094,-72.53589,-,-,42.324642,-72.52872,-,-,42.355835,-72.520935,42.383408,-72.520744,42.403294,-72.52901,-,-,42.288544,-72.537254
10:20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.376743,-72.5342,42.378082,-72.53588,-,-,42.32189,-72.531,-,-,42.346718,-72.52041,42.387405,-72.52318,42.403294,-72.52901,-,-,42.296104,-72.531136
10:21,-,-,-,-,42.391937,-72.53403,-,-,-,-,-,-,-,-,42.376904,-72.53235,42.378056,-72.535835,-,-,42.321205,-72.53413,-,-,42.336494,-72.52245,42.387703,-72.52359,42.403294,-72.52901,-,-,42.304455,-72.52807
10:22,-,-,-,-,42.391933,-72.534035,-,-,-,-,-,-,-,-,42.377766,-72.53432,42.378067,-72.53586,-,-,42.319584,-72.54095,-,-,42.32511,-72.52453,42.387726,-72.52357,42.403294,-72.52901,-,-,42.312527,-72.53045
10:23,-,-,-,-,42.392,-72.53405,-,-,-,-,-,-,-,-,42.377537,-72.53442,42.378067,-72.53573,-,-,42.32316,-72.55363,-,-,42.325127,-72.528885,42.387707,-72.52354,42.403294,-72.52901,-,-,42.319607,-72.52861
10:24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.37763,-72.534355,42.378063,-72.535965,-,-,42.33023,-72.562904,-,-,42.325268,-72.531105,42.39091,-72.52521,42.403294,-72.52901,-,-,42.320953,-72.53365
10:25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.37751,-72.53456,42.378075,-72.53598,-,-,42.3313,-72.57518,-,-,42.32529,-72.53112,42.392796,-72.52567,42.403294,-72.52901,-,-,42.321865,-72.53188
10:26,-,-,-,-,-,-,-,-,0.0,-0.0,-,-,-,-,42.377567,-72.53453,42.378067,-72.53596,-,-,42.334187,-72.584045,-,-,42.325275,-72.53113,42.393875,-72.5262,42.403294,-72.52901,-,-,42.32479,-72.528694
10:27,-,-,-,-,-,-,-,-,0.0,-1.8111362E22,-,-,-,-,42.37756,-72.53447,42.378067,-72.53594,-,-,42.336136,-72.5973,-,-,42.324963,-72.52867,42.396492,-72.527565,42.403294,-72.52901,-,-,42.325237,-72.53105
10:28,-,-,-,-,-,-,-,-,42.467213,-72.60085,-,-,-,-,42.377193,-72.53433,42.378098,-72.535736,-,-,42.3389,-72.60832,-,-,42.321915,-72.5308,42.404194,-72.52969,42.403294,-72.52901,-,-,42.32504,-72.52777
10:29,-,-,-,-,-,-,-,-,42.467335,-72.600624,-,-,-,-,42.37673,-72.53277,42.3781,-72.53591,-,-,42.33937,-72.60832,-,-,42.320835,-72.53374,42.409912,-72.53098,42.403294,-72.52901,-,-,42.323273,-72.52494
10:30,-,-,-,-,-,-,-,-,42.467308,-72.5998,-,-,-,-,42.37759,-72.53286,42.37808,-72.5359,-,-,42.335377,-72.619064,-,-,42.32034,-72.53429,42.409554,-72.534485,42.403294,-72.52901,-,-,42.332092,-72.52364
10:31,-,-,-,-,-,-,-,-,42.46732,-72.60008,-,-,-,-,42.376995,-72.53449,42.37809,-72.53594,-,-,42.33367,-72.62095,-,-,42.318382,-72.52892,42.41519,-72.53717,42.403294,-72.52901,-,-,42.338757,-72.5208
10:32,-,-,-,-,42.392006,-72.53405,-,-,42.467365,-72.600395,-,-,-,-,42.376812,-72.5327,42.37807,-72.53594,-,-,42.32689,-72.62515,-,-,42.30839,-72.52973,42.426678,-72.539856,42.403294,-72.52901,-,-,42.34632,-72.52044
10:33,-,-,-,-,42.391926,-72.53397,-,-,42.467323,-72.60043,-,-,-,-,42.3776,-72.53298,42.378063,-72.53592,-,-,42.323452,-72.62519,-,-,42.299706,-72.52925,42.436543,-72.54685,42.403294,-72.52901,-,-,42.35445,-72.520584
10:34,-,-,-,-,42.39198,-72.53404,-,-,42.467354,-72.600494,-,-,-,-,42.37694,-72.534195,42.378105,-72.53599,-,-,42.32095,-72.628136,-,-,42.288765,-72.53687,42.44571,-72.554276,42.403294,-72.52901,-,-,42.359386,-72.52081
10:35,-,-,-,-,42.391983,-72.534065,-,-,42.467354,-72.600464,-,-,-,-,42.376785,-72.53233,42.37811,-72.536,-,-,42.319706,-72.629456,-,-,42.28396,-72.549934,42.452213,-72.56358,42.403294,-72.52901,-,-,42.36834,-72.52
10:36,-,-,-,-,42.391945,-72.53398,-,-,42.467377,-72.60078,-,-,-,-,42.381657,-72.531815,42.378117,-72.53607,-,-,42.319176,-72.630356,-,-,42.279884,-72.55929,42.454586,-72.56657,42.403294,-72.52901,-,-,42.372597,-72.51884
10:37,-,-,-,-,42.39196,-72.53402,-,-,42.46734,-72.600006,-,-,-,-,42.382195,-72.53334,42.378075,-72.53601,-,-,42.31855,-72.631195,-,-,42.272972,-72.56532,42.463383,-72.573746,42.403294,-72.52901,-,-,42.373173,-72.518906
10:38,-,-,-,-,42.391975,-72.53405,-,-,42.467434,-72.60061,-,-,-,-,42.38216,-72.53375,42.37809,-72.53601,-,-,42.317795,-72.63332,-,-,42.26656,-72.56987,42.46643,-72.579445,42.403294,-72.52901,-,-,42.375233,-72.519844
10:39,-,-,-,-,42.391937,-72.53406,-,-,42.46748,-72.600464,-,-,-,-,42.382233,-72.53344,42.37807,-72.53603,-,-,42.31793,-72.63488,-,-,42.259777,-72.573975,42.461273,-72.58157,42.403294,-72.52901,-,-,42.375458,-72.51981
10:40,-,-,-,-,42.39192,-72.533966,-,-,42.467434,-72.60042,-,-,-,-,42.382008,-72.53385,42.378075,-72.53608,-,-,42.319626,-72.637535,-,-,42.258427,-72.57417,42.45767,-72.582466,42.403294,-72.52901,-,-,42.375458,-72.51981
10:41,-,-,-,-,42.391975,-72.534,-,-,42.46745,-72.60039,-,-,-,-,42.379635,-72.53416,42.378014,-72.53602,-,-,42.31967,-72.63752,-,-,42.256195,-72.572235,42.4579,-72.58235,42.403294,-72.52901,-,-,42.375458,-72.51981
10:42,-,-,-,-,42.391983,-72.534,-,-,42.467434,-72.600624,-,-,-,-,42.377625,-72.53429,42.378017,-72.536064,-,-,42.31764,-72.63467,-,-,42.2542,-72.574196,42.46338,-72.58087,42.403294,-72.52901,-,-,42.375458,-72.51981
10:43,-,-,-,-,42.39199,-72.53406,-,-,42.467533,-72.60418,-,-,-,-,42.37754,-72.53336,42.37805,-72.536125,-,-,42.317703,-72.63345,-,-,-,-,42.466667,-72.580986,42.403294,-72.52901,-,-,42.375458,-72.51981
10:44,-,-,-,-,42.39197,-72.53404,-,-,42.470413,-72.61152,-,-,-,-,42.377674,-72.533615,42.378044,-72.53578,-,-,42.318447,-72.63128,-,-,-,-,42.467506,-72.59301,42.403294,-72.52901,-,-,42.375458,-72.51981
10:45,-,-,-,-,42.391994,-72.534,-,-,42.477257,-72.60842,-,-,-,-,42.377605,-72.53277,42.37807,-72.535904,-,-,42.320534,-72.62841,-,-,-,-,42.469566,-72.59736,42.403294,-72.52901,-,-,42.375458,-72.51981
10:46,-,-,-,-,42.39198,-72.534035,-,-,42.477615,-72.61075,-,-,-,-,42.3776,-72.53243,42.378098,-72.53601,-,-,42.322525,-72.6257,-,-,-,-,42.47531,-72.605286,42.403294,-72.52901,-,-,42.375458,-72.51981
10:47,-,-,-,-,42.391994,-72.53402,-,-,42.47698,-72.613754,-,-,-,-,42.376686,-72.53261,42.37809,-72.53609,-,-,42.32958,-72.62388,-,-,-,-,42.477097,-72.6075,42.403294,-72.52901,-,-,42.375458,-72.51981
10:48,-,-,-,-,42.39196,-72.53401,-,-,42.469536,-72.61475,-,-,-,-,42.376724,-72.53311,42.37808,-72.53608,-,-,42.333366,-72.62105,-,-,42.25428,-72.574196,42.47773,-72.60801,42.403294,-72.52901,-,-,42.375458,-72.51981
10:49,-,-,-,-,42.39198,-72.53401,-,-,42.46229,-72.61682,-,-,-,-,42.376804,-72.53296,42.378082,-72.53608,-,-,42.33425,-72.62036,-,-,42.25429,-72.574196,42.474323,-72.604034,42.403294,-72.52901,-,-,42.375458,-72.51981
10:50,-,-,-,-,42.392014,-72.53396,-,-,42.450405,-72.61909,-,-,-,-,42.376755,-72.532845,42.378036,-72.536095,-,-,42.338287,-72.6096,-,-,42.25425,-72.5742,42.468796,-72.596436,42.403294,-72.52901,-,-,42.375458,-72.51981
10:51,-,-,-,-,42.39193,-72.534035,-,-,42.438465,-72.621284,-,-,-,-,42.37677,-72.53287,42.378044,-72.536125,-,-,42.33613,-72.59768,-,-,42.254227,-72.574234,42.46736,-72.59367,42.403294,-72.52901,-,-,42.375458,-72.51981
