#t	PDR	Latency	Energy
10	0.02040816326530612	12.0	6.04
20	0.07142857142857142	12.0	6.04
30	0.07142857142857142	12.0	6.04
40	0.07142857142857142	12.0	6.04
50	0.23469387755102042	34.26086956521739	17.170434782608698
60	0.23469387755102042	34.26086956521739	17.170434782608698
70	0.23469387755102042	34.26086956521739	17.170434782608698
80	0.23469387755102042	34.26086956521739	17.170434782608698
90	0.23469387755102042	34.26086956521739	17.170434782608698
