#t	PDR	Latency	Energy
5	0.0273972602739726	1.6071428571428572	0.8357142857142854
10	0.043052837573385516	1.5227272727272727	0.7918181818181815
15	0.06457925636007827	1.6515151515151516	0.858484848484849
30	0.18786692759295498	4.802083333333333	2.4421875000000006
45	0.26125244618395305	4.46067415730337	2.2699625468164757
60	0.35714285714285715	3.835616438356164	1.957205479452043
75	0.4755381604696673	4.907407407407407	2.4956790123456605
90	0.5293542074363993	4.931608133086876	2.507726432532327
