ID	s	d	ts	te	LLC	size	parent	replica
----------------------------------------------------
62	3	8	6	24	18	1		20		-1		0	4	0	0	0
222	3	11	4	24	20	1		20		-1		6	3	0	0	0
62	3	8	6	25	19	1		9		-1		1	4	0	0	0
224	2	10	0	33	33	25		20		-1		22	0	0	0	1
93	2	10	10	28	18	10		20		-1		22	0	0	1	0
51	3	11	5	25	20	1		20		-1		6	3	0	0	0
210	1	9	21	26	5	1		20		-1		6	3	0	0	0
19	2	10	7	28	21	10		20		-1		22	0	0	1	0
15	2	10	3	27	24	25		20		-1		22	0	0	0	1
222	3	11	4	25	21	1		20		-1		7	3	0	0	0
299	3	9	24	27	3	1		20		-1		12	3	0	0	0
273	2	10	7	28	21	25		20		-1		22	0	0	0	1
93	2	10	10	27	17	10		24		-1		21	1	0	1	0
210	1	9	21	27	6	1		20		-1		7	3	0	0	0
299	3	9	24	28	4	1		20		-1		13	3	0	0	0
19	2	10	7	27	20	10		24		-1		21	1	0	1	0
222	3	11	4	28	24	1		9		-1		12	3	0	0	0
222	3	11	4	29	25	1		9		-1		13	3	0	0	0
181	1	9	1	35	34	10		24		-1		9	0	0	2	0
296	1	9	2	35	33	10		24		-1		7	1	0	2	0
8	1	9	7	40	33	25		24		-1		3	1	0	0	2
278	3	9	12	35	23	10		24		-1		7	1	0	2	0
178	0	9	13	35	22	10		24		-1		7	1	0	2	0
237	1	9	16	40	24	25		24		-1		7	1	0	1	1
160	0	9	19	35	16	10		24		-1		7	1	0	2	0
210	1	9	21	32	11	1		24		-1		8	2	0	0	0
299	3	9	24	32	8	1		24		-1		6	3	0	0	0
226	3	9	29	32	3	1		24		-1		9	2	0	0	0
51	3	11	5	32	27	1		24		-1		8	2	0	0	0
190	0	11	3	35	32	10		24		-1		8	0	0	2	0
62	3	8	6	33	27	1		9		-1		3	3	0	0	0
10	3	8	4	41	37	25		24		-1		8	0	0	0	2
34	0	8	5	36	31	10		24		-1		7	1	0	2	0
110	0	9	10	40	30	25		24		-1		3	1	0	0	2
225	0	9	15	40	25	25		24		-1		7	1	0	0	2
119	1	9	22	40	18	25		24		-1		12	1	0	1	1
299	3	9	24	33	9	1		11		-1		7	3	0	0	0
278	3	9	12	33	21	10		24		-1		8	0	0	2	0
178	0	9	13	33	20	10		24		-1		8	0	0	2	0
121	3	9	15	35	20	50		24		-1		7	0	0	2	1
172	3	9	16	37	21	100		24		-1		7	0	0	2	1
92	3	9	17	37	20	100		24		-1		12	0	0	2	1
286	3	11	5	35	30	50		24		-1		4	0	0	1	2
122	3	11	10	35	25	50		24		-1		4	0	0	1	2
128	1	11	17	35	18	50		24		-1		8	0	0	1	1
207	0	11	19	34	15	25		24		-1		8	0	0	1	1
18	1	8	2	41	39	25		24		-1		8	0	0	0	2
245	1	8	17	41	24	25		24		-1		8	0	0	1	1
34	0	8	5	34	29	10		24		-1		8	0	0	2	0
201	3	8	13	35	22	25		24		-1		8	0	0	0	2
81	1	9	1	37	36	100		24		-1		7	0	0	1	2
237	1	9	16	34	18	25		24		-1		8	0	0	1	1
11	0	9	22	35	13	50		24		-1		19	0	0	2	0
110	0	9	10	35	25	25		24		-1		5	0	0	0	2
160	0	9	19	34	15	10		24		-1		8	0	0	2	0
210	1	9	21	34	13	1		24		-1		12	3	0	0	0
147	0	11	8	35	27	50		24		-1		4	0	0	1	2
182	3	11	27	33	6	10		24		-1		18	0	0	2	0
85	3	11	16	34	18	10		24		-1		8	0	0	2	0
192	0	8	2	36	34	10		24		-1		8	0	0	2	0
14	1	8	12	34	22	10		24		-1		8	0	0	2	0
29	0	8	13	39	26	100		24		-1		5	0	0	1	1
296	1	9	2	34	32	10		24		-1		8	0	0	2	0
119	1	9	22	35	13	25		24		-1		14	0	0	1	1
8	1	9	7	36	29	25		24		-1		5	0	0	0	2
299	3	9	24	35	11	1		24		-1		8	2	0	0	0
173	1	11	12	35	23	50		24		-1		4	0	0	1	2
286	3	11	5	36	31	50		24		-1		5	0	0	0	2
122	3	11	10	37	27	50		24		-1		5	0	0	0	2
62	3	8	6	34	28	1		11		-1		4	3	0	0	0
192	0	8	2	36	34	10		9		-1		7	1	0	2	0
225	0	9	15	35	20	25		24		-1		8	0	0	0	2
172	3	9	16	39	23	100		24		-1		8	0	0	1	1
121	3	9	15	38	23	50		24		-1		8	0	0	1	1
195	3	11	19	35	16	25		24		-1		8	0	0	1	1
286	3	11	5	37	32	50		9		-1		3	0	0	1	2
128	1	11	17	37	20	50		9		-1		7	0	0	2	1
147	0	11	8	38	30	50		24		-1		5	0	0	0	2
136	3	8	25	34	9	10		24		-1		8	1	0	1	0
62	3	8	6	37	31	1		24		-1		5	2	0	0	0
81	1	9	1	39	38	100		24		-1		8	0	0	0	2
210	1	9	21	36	15	1		24		-1		13	3	0	0	0
92	3	9	17	41	24	100		24		-1		14	0	0	1	1
85	3	11	16	36	20	10		9		-1		7	1	0	2	0
222	3	11	4	36	32	1		24		-1		8	2	0	0	0
190	0	11	3	37	34	10		9		-1		7	1	0	2	0
14	1	8	12	36	24	10		9		-1		7	1	0	2	0
136	3	8	25	38	13	10		9		-1		6	2	0	1	0
226	3	9	29	35	6	1		24		-1		6	3	0	0	0
122	3	11	10	37	27	50		9		-1		3	0	0	1	2
147	0	11	8	38	30	50		9		-1		3	0	0	1	2
29	0	8	13	40	27	100		11		-1		4	0	0	2	1
92	3	9	17	41	24	100		11		-1		13	0	0	2	1
173	1	11	12	39	27	50		9		-1		3	0	0	1	2
136	3	8	25	39	14	10		11		-1		7	2	0	1	0
29	0	8	13	44	31	100		9		-1		3	0	0	2	1
173	1	11	12	41	29	50		24		-1		5	0	0	0	2
18	1	8	2	42	40	25		9		-1		7	1	0	0	2
8	1	9	7	41	34	25		11		-1		4	1	0	0	2
195	3	11	19	41	22	25		9		-1		7	1	0	1	1
201	3	8	13	42	29	25		9		-1		7	1	0	0	2
119	1	9	22	41	19	25		11		-1		13	1	0	1	1
207	0	11	19	42	23	25		9		-1		7	1	0	1	1
10	3	8	4	43	39	25		9		-1		7	1	0	0	2
245	1	8	17	44	27	25		9		-1		7	1	0	1	1
110	0	9	10	42	32	25		11		-1		4	1	0	0	2
16	6	10	42	56	14	1		18		-1		5	2	0	0	0
66	7	10	31	57	26	1		0		-1		0	4	0	0	0
16	6	10	42	57	15	1		0		-1		0	4	0	0	0
33	4	10	17	57	40	1		18		-1		23	1	0	0	0
35	6	10	34	57	23	1		0		-1		0	4	0	0	0
66	7	10	31	58	27	1		0		-1		2	3	0	0	0
214	4	10	56	58	2	1		19		-1		23	1	0	0	0
16	6	10	42	58	16	1		0		-1		2	3	0	0	0
35	6	10	34	59	25	1		0		-1		2	3	0	0	0
66	7	10	31	59	28	1		1		-1		3	3	0	0	0
159	6	10	6	62	56	10		18		-1		5	2	0	0	0
38	6	10	37	62	25	10		18		-1		5	2	0	0	0
214	4	10	56	59	3	1		0		-1		21	2	0	0	0
256	6	10	15	62	47	10		18		-1		5	2	0	0	0
159	6	10	6	60	54	10		0		-1		0	2	0	2	0
191	6	10	36	60	24	10		0		-1		0	2	0	2	0
38	6	10	37	60	23	10		0		-1		0	2	0	2	0
179	6	10	48	60	12	10		0		-1		0	2	0	2	0
33	4	10	17	60	43	1		0		-1		12	3	0	0	0
16	6	10	42	60	18	1		1		-1		3	3	0	0	0
117	7	10	57	60	3	1		18		-1		23	1	0	0	0
66	7	10	31	60	29	1		0		-1		7	3	0	0	0
35	6	10	34	60	26	1		1		-1		3	3	0	0	0
16	6	10	42	61	19	1		0		-1		7	3	0	0	0
256	6	10	15	61	46	10		0		-1		2	2	0	1	0
38	6	10	37	61	24	10		0		-1		2	2	0	1	0
117	7	10	57	61	4	1		0		-1		0	4	0	0	0
214	4	10	56	61	5	1		1		-1		13	3	0	0	0
20	4	10	56	64	8	10		19		-1		23	1	0	0	0
176	4	10	43	60	17	10		1		-1		19	1	0	1	0
159	6	10	6	61	55	10		0		-1		2	2	0	1	0
179	6	10	48	61	13	10		0		-1		2	2	0	1	0
35	6	10	34	62	28	1		0		-1		7	3	0	0	0
20	4	10	56	62	6	10		0		-1		21	1	0	1	0
38	6	10	37	62	25	10		0		-1		7	2	0	1	0
16	6	10	42	62	20	1		3		-1		4	3	0	0	0
154	4	10	60	62	2	1		18		-1		23	1	0	0	0
191	6	10	36	61	25	10		0		-1		2	2	0	1	0
117	7	10	57	62	5	1		0		-1		2	3	0	0	0
66	7	10	31	62	31	1		3		-1		4	3	0	0	0
176	4	10	43	63	20	10		0		-1		18	1	0	1	0
179	6	10	48	63	15	10		0		-1		6	2	0	1	0
35	6	10	34	63	29	1		3		-1		4	3	0	0	0
20	4	10	56	66	10	10		18		-1		22	1	0	0	0
154	4	10	60	63	3	1		19		-1		14	2	0	0	0
33	4	10	17	61	44	1		1		-1		13	3	0	0	0
256	6	10	15	62	47	10		0		-1		6	2	0	1	0
159	6	10	6	63	57	10		0		-1		7	2	0	1	0
16	6	10	42	63	21	1		18		-1		1	4	0	0	0
191	6	10	36	64	28	10		0		-1		6	2	0	1	0
179	6	10	48	64	16	10		1		-1		3	2	0	1	0
198	4	10	18	72	54	25		18		-1		20	1	0	0	0
66	7	10	31	64	33	1		18		-1		5	2	0	0	0
176	4	10	43	67	24	10		18		-1		20	1	0	0	0
214	4	10	56	62	6	1		18		-1		22	1	0	0	0
251	7	10	57	66	9	10		18		-1		5	1	0	1	0
154	4	10	60	64	4	1		0		-1		12	3	0	0	0
77	6	10	21	72	51	25		18		-1		5	2	0	0	0
35	6	10	34	64	30	1		19		-1		1	4	0	0	0
256	6	10	15	65	50	10		0		-1		7	2	0	1	0
191	6	10	36	65	29	10		0		-1		7	2	0	1	0
176	4	10	43	65	22	10		1		-1		21	1	0	1	0
31	7	10	4	73	69	25		18		-1		5	1	0	0	1
33	4	10	17	65	48	1		18		-1		14	2	0	0	0
16	6	10	42	65	23	1		19		-1		9	2	0	0	0
38	6	10	37	63	26	10		1		-1		3	2	0	1	0
117	7	10	57	64	7	1		1		-1		3	3	0	0	0
179	6	10	48	65	17	10		0		-1		7	2	0	1	0
150	6	10	4	73	69	25		18		-1		5	2	0	0	0
66	7	10	31	65	34	1		19		-1		1	4	0	0	0
214	4	10	56	66	10	1		0		-1		12	3	0	0	0
31	7	10	4	67	63	25		0		-1		0	1	0	2	1
77	6	10	21	67	46	25		0		-1		0	2	0	2	0
191	6	10	36	66	30	10		1		-1		3	2	0	1	0
35	6	10	34	66	32	1		18		-1		5	2	0	0	0
33	4	10	17	66	49	1		19		-1		16	2	0	0	0
126	4	10	39	72	33	25		18		-1		20	1	0	0	0
159	6	10	6	65	59	10		1		-1		3	2	0	1	0
251	7	10	57	66	9	10		0		-1		1	1	0	3	0
256	6	10	15	66	51	10		1		-1		3	2	0	1	0
176	4	10	43	69	26	10		19		-1		23	1	0	0	0
16	6	10	42	66	24	1		20		-1		6	3	0	0	0
31	7	10	4	68	64	25		0		-1		2	1	0	1	1
191	6	10	36	67	31	10		3		-1		4	2	0	1	0
179	6	10	48	67	19	10		3		-1		4	2	0	1	0
214	4	10	56	67	11	1		19		-1		15	2	0	0	0
66	7	10	31	67	36	1		20		-1		6	3	0	0	0
71	7	10	17	73	56	25		18		-1		5	1	0	0	1
198	4	10	18	67	49	25		0		-1		18	1	0	1	0
150	6	10	4	68	64	25		0		-1		1	2	0	2	0
38	6	10	37	67	30	10		3		-1		4	2	0	1	0
35	6	10	34	67	33	1		19		-1		9	2	0	0	0
251	7	10	57	68	11	10		0		-1		2	1	0	2	0
31	7	10	4	69	65	25		1		-1		3	1	0	1	1
256	6	10	15	68	53	10		3		-1		4	2	0	1	0
179	6	10	48	71	23	10		18		-1		5	2	0	0	0
273	2	10	7	76	69	25		24		-1		21	1	0	0	1
93	2	10	10	71	61	10		24		-1		12	2	0	1	0
5	2	10	31	76	45	25		24		-1		1	1	0	2	0
25	2	10	36	68	32	1		24		-1		21	2	0	0	0
194	2	10	40	71	31	10		24		-1		21	1	0	1	0
258	2	10	45	76	31	25		24		-1		21	1	0	1	0
252	2	10	51	68	17	1		24		-1		21	2	0	0	0
287	2	10	59	71	12	10		24		-1		21	1	0	1	0
16	6	10	42	68	26	1		25		-1		8	2	0	0	0
214	4	10	56	68	12	1		25		-1		14	2	0	0	0
154	4	10	60	66	6	1		1		-1		13	3	0	0	0
77	6	10	21	68	47	25		0		-1		2	2	0	1	0
33	4	10	17	67	50	1		25		-1		15	2	0	0	0
159	6	10	6	68	62	10		3		-1		4	2	0	1	0
224	2	10	0	76	76	25		24		-1		21	1	0	0	1
5	2	10	31	76	45	25		24		-1		0	1	0	2	0
163	2	10	39	76	37	25		24		-1		21	1	0	1	0
111	2	10	49	71	22	10		24		-1		21	1	0	1	0
66	7	10	31	68	37	1		25		-1		8	2	0	0	0
150	6	10	4	70	66	25		0		-1		2	2	0	1	0
251	7	10	57	69	12	10		1		-1		3	1	0	2	0
31	7	10	4	69	65	25		3		-1		4	1	0	1	1
38	6	10	37	72	35	10		19		-1		9	2	0	0	0
35	6	10	34	69	35	1		20		-1		6	3	0	0	0
93	2	10	10	69	59	10		24		-1		14	1	0	1	0
69	2	10	32	71	39	50		24		-1		1	0	0	3	0
194	2	10	40	69	29	10		24		-1		22	0	0	1	0
252	2	10	51	69	18	1		24		-1		22	1	0	0	0
287	2	10	59	69	10	10		24		-1		22	0	0	1	0
117	7	10	57	67	10	1		3		-1		4	3	0	0	0
191	6	10	36	71	35	10		18		-1		5	2	0	0	0
5	2	10	31	76	45	25		24		-1		2	1	0	2	0
162	2	10	53	76	23	25		24		-1		21	1	0	1	0
71	7	10	17	70	53	25		0		-1		1	1	0	2	1
256	6	10	15	72	57	10		18		-1		0	2	0	2	0
15	2	10	3	70	67	25		24		-1		21	1	0	0	1
69	2	10	32	71	39	50		24		-1		2	0	0	3	0
138	2	10	55	73	18	100		24		-1		21	0	0	2	0
77	6	10	21	71	50	25		1		-1		3	2	0	1	0
159	6	10	6	73	67	10		18		-1		1	2	0	2	0
38	6	10	37	70	33	10		20		-1		6	2	0	1	0
111	2	10	49	70	21	10		24		-1		22	0	0	1	0
126	4	10	39	69	30	25		0		-1		18	1	0	1	0
4	2	10	42	76	34	25		24		-1		21	1	0	1	0
198	4	10	18	70	52	25		1		-1		19	1	0	1	0
69	2	10	32	71	39	50		24		-1		0	0	0	3	0
150	6	10	4	71	67	25		1		-1		3	2	0	1	0
31	7	10	4	78	74	25		18		-1		6	1	0	0	2
35	6	10	34	70	36	1		25		-1		8	2	0	0	0
77	6	10	21	71	50	25		3		-1		4	2	0	1	0
117	7	10	57	71	14	1		18		-1		1	4	0	0	0
256	6	10	15	74	59	10		19		-1		9	2	0	0	0
5	2	10	31	72	41	25		24		-1		5	0	0	2	0
162	2	10	53	72	19	25		24		-1		22	0	0	1	0
19	2	10	7	71	64	10		24		-1		12	2	0	1	0
179	6	10	48	72	24	10		19		-1		9	2	0	0	0
251	7	10	57	70	13	10		3		-1		4	1	0	2	0
71	7	10	17	72	55	25		0		-1		2	1	0	1	1
159	6	10	6	74	68	10		19		-1		9	2	0	0	0
163	2	10	39	72	33	25		24		-1		22	0	0	1	0
150	6	10	4	72	68	25		3		-1		4	2	0	1	0
77	6	10	21	80	59	25		18		-1		6	2	0	0	1
117	7	10	57	72	15	1		19		-1		5	2	0	0	0
93	2	10	10	72	62	10		20		-1		13	2	0	1	0
4	2	10	42	73	31	25		24		-1		22	0	0	1	0
176	4	10	43	71	28	10		25		-1		22	1	0	0	0
25	2	10	36	70	34	1		24		-1		22	1	0	0	0
191	6	10	36	74	38	10		19		-1		9	2	0	0	0
198	4	10	18	72	54	25		3		-1		21	1	0	1	0
256	6	10	15	72	57	10		20		-1		1	2	0	2	0
71	7	10	17	74	57	25		1		-1		3	1	0	1	1
150	6	10	4	81	77	25		18		-1		6	2	0	0	1
179	6	10	48	73	25	10		20		-1		1	2	0	2	0
19	2	10	7	73	66	10		20		-1		13	2	0	1	0
117	7	10	57	73	16	1		25		-1		9	2	0	0	0
258	2	10	45	70	25	25		24		-1		22	0	0	1	0
126	4	10	39	73	34	25		1		-1		19	1	0	1	0
69	2	10	32	73	41	50		20		-1		3	0	0	3	0
77	6	10	21	81	60	25		19		-1		9	2	0	0	0
138	2	10	55	77	22	100		24		-1		22	0	0	1	0
150	6	10	4	82	78	25		19		-1		9	2	0	0	0
191	6	10	36	74	38	10		20		-1		1	2	0	2	0
256	6	10	15	77	62	10		25		-1		8	2	0	0	0
38	6	10	37	74	37	10		18		-1		1	2	0	2	0
251	7	10	57	76	19	10		12		-1		0	2	0	2	0
71	7	10	17	74	57	25		3		-1		4	1	0	1	1
19	2	10	7	74	67	10		24		-1		14	1	0	1	0
126	4	10	39	75	36	25		3		-1		21	1	0	1	0
77	6	10	21	83	62	25		12		-1		1	3	0	1	0
191	6	10	36	78	42	10		25		-1		8	2	0	0	0
31	7	10	4	80	76	25		19		-1		9	1	0	0	1
198	4	10	18	82	64	25		19		-1		23	1	0	0	0
150	6	10	4	83	79	25		12		-1		0	3	0	1	0
71	7	10	17	84	67	25		12		-1		0	2	0	1	1
126	4	10	39	84	45	25		19		-1		23	1	0	0	0
38	6	10	37	79	42	10		25		-1		8	2	0	0	0
159	6	10	6	73	67	10		20		-1		6	2	0	1	0
69	2	10	32	77	45	50		20		-1		4	0	0	3	0
77	6	10	21	77	56	25		20		-1		7	2	0	1	0
71	7	10	17	78	61	25		18		-1		6	1	0	0	2
5	2	10	31	78	47	25		20		-1		3	1	0	2	0
126	4	10	39	85	46	25		25		-1		22	1	0	0	0
179	6	10	48	77	29	10		25		-1		8	2	0	0	0
31	7	10	4	85	81	25		12		-1		1	2	0	1	1
198	4	10	18	85	67	25		25		-1		22	1	0	0	0
71	7	10	17	86	69	25		19		-1		9	1	0	0	1
159	6	10	6	78	72	10		25		-1		8	2	0	0	0
251	7	10	57	79	22	10		18		-1		6	1	0	2	0
5	2	10	31	79	48	25		0		-1		4	1	0	2	0
77	6	10	21	79	58	25		25		-1		8	2	0	0	0
71	7	10	17	80	63	25		20		-1		7	1	0	1	1
150	6	10	4	78	74	25		20		-1		7	2	0	1	0
31	7	10	4	80	76	25		20		-1		7	1	0	1	1
71	7	10	17	81	64	25		25		-1		8	1	0	0	1
69	2	10	32	79	47	50		24		-1		5	0	0	2	0
150	6	10	4	82	78	25		25		-1		8	2	0	0	0
251	7	10	57	80	23	10		19		-1		8	1	0	1	0
