-Infinity,0.0,06/03/2016 16:37:15
58.849971733051085,809.0,06/03/2016 16:37:17
69.9688610805238,2910.0,06/03/2016 16:37:19
-Infinity,0.0,06/03/2016 16:37:21
-Infinity,0.0,06/03/2016 16:37:23
-Infinity,0.0,06/03/2016 16:37:25
-Infinity,0.0,06/03/2016 16:37:27
-Infinity,0.0,06/03/2016 16:37:29
-Infinity,0.0,06/03/2016 16:37:31
-Infinity,0.0,06/03/2016 16:37:33
-Infinity,0.0,06/03/2016 16:37:35
-Infinity,0.0,06/03/2016 16:37:37
-Infinity,0.0,06/03/2016 16:37:39
-Infinity,0.0,06/03/2016 16:37:41
-Infinity,0.0,06/03/2016 16:37:44
-Infinity,0.0,06/03/2016 16:37:46
-Infinity,0.0,06/03/2016 16:37:48
-Infinity,0.0,06/03/2016 16:37:50
-Infinity,0.0,06/03/2016 16:37:52
-Infinity,0.0,06/03/2016 16:37:54
-Infinity,0.0,06/03/2016 16:37:56
-Infinity,0.0,06/03/2016 16:37:58
-Infinity,0.0,06/03/2016 16:38:00
-Infinity,0.0,06/03/2016 16:38:02
-Infinity,0.0,06/03/2016 16:38:04
-Infinity,0.0,06/03/2016 16:38:06
-Infinity,0.0,06/03/2016 16:38:08
-Infinity,0.0,06/03/2016 16:38:10
-Infinity,0.0,06/03/2016 16:38:12
-Infinity,0.0,06/03/2016 16:38:14
-Infinity,0.0,06/03/2016 16:38:16
-Infinity,0.0,06/03/2016 16:38:18
-Infinity,0.0,06/03/2016 16:38:20
-Infinity,0.0,06/03/2016 16:38:22
-Infinity,0.0,06/03/2016 16:38:24
-Infinity,0.0,06/03/2016 16:38:26
-Infinity,0.0,06/03/2016 16:38:28
-Infinity,0.0,06/03/2016 16:38:30
-Infinity,0.0,06/03/2016 16:38:32
-Infinity,0.0,06/03/2016 16:38:34
-Infinity,0.0,06/03/2016 16:38:36
-Infinity,0.0,06/03/2016 16:38:38
-Infinity,0.0,06/03/2016 16:38:40
-Infinity,0.0,06/03/2016 16:38:42
-Infinity,0.0,06/03/2016 16:38:44
-Infinity,0.0,06/03/2016 16:38:46
-Infinity,0.0,06/03/2016 16:38:48
-Infinity,0.0,06/03/2016 16:38:50
-Infinity,0.0,06/03/2016 16:38:52
-Infinity,0.0,06/03/2016 16:38:54
-Infinity,0.0,06/03/2016 16:38:56
-Infinity,0.0,06/03/2016 16:38:59
-Infinity,0.0,06/03/2016 16:39:01
-Infinity,0.0,06/03/2016 16:39:03
-Infinity,0.0,06/03/2016 16:39:05
-Infinity,0.0,06/03/2016 16:39:07
-Infinity,0.0,06/03/2016 16:39:09
-Infinity,0.0,06/03/2016 16:39:13
-Infinity,0.0,06/03/2016 16:39:17
-Infinity,0.0,06/03/2016 16:39:19
-Infinity,0.0,06/03/2016 16:39:21
