ID	s	d	ts	te	LLC	ELC
1240	25	30	6	8	9	0.38
1428	25	30	7	8	9	0.38
1616	25	30	8	8	9	0.38
6	1	30	0	8	11	1.75
194	1	30	1	8	11	1.75
382	1	30	2	8	11	1.75
570	1	30	3	8	11	1.75
758	1	30	4	8	11	1.69
946	1	30	5	8	11	1.69
1322	1	30	7	8	11	1.75
1608	22	31	8	8	7	0.4
93	20	31	0	8	9	0.5
281	20	31	1	8	9	0.5
469	20	31	2	8	9	0.5
657	20	31	3	8	9	0.5
845	20	31	4	8	9	0.5
1033	20	31	5	8	9	0.5
1221	20	31	6	8	9	0.5
1409	20	31	7	8	9	0.5
1597	20	31	8	8	9	0.5
1552	10	31	8	8	7	0.4
1535	6	31	8	8	7	0.4
1530	5	31	8	8	7	0.4
1560	11	32	8	8	5	0.43
1397	17	32	7	8	8	0.85
1524	4	32	8	8	5	0.4
1511	1	32	8	8	1	0.45
1638	29	35	8	8	8	0.34
1591	19	35	8	8	7	0.44
1654	32	1	8	9	1	0.45
1517	4	1	8	9	6	0.74
1390	17	1	7	9	9	1.32
1562	12	3	8	9	5	0.34
1544	9	3	8	9	1	0.43
1540	8	3	8	9	1	0.45
1536	7	3	8	9	1	0.43
1655	32	4	8	9	5	0.4
1504	1	4	8	9	5	0.85
1579	17	4	8	9	7	0.43
1554	11	4	8	9	5	0.43
1649	31	5	8	9	7	0.4
1604	22	5	8	9	7	0.37
89	20	5	0	9	9	0.42
277	20	5	1	9	9	0.42
465	20	5	2	9	9	0.42
653	20	5	3	9	9	0.42
841	20	5	4	9	9	0.42
1029	20	5	5	9	9	0.42
1217	20	5	6	9	9	0.42
1405	20	5	7	9	9	0.42
1593	20	5	8	9	9	0.42
1548	10	5	8	9	7	0.36
1531	6	5	8	9	1	0.45
1714	5	6	9	9	1	0.45
1650	31	6	8	9	7	0.4
1605	22	6	8	9	7	0.37
90	20	6	0	9	9	0.42
278	20	6	1	9	9	0.42
466	20	6	2	9	9	0.42
654	20	6	3	9	9	0.42
842	20	6	4	9	9	0.42
1030	20	6	5	9	9	0.42
1218	20	6	6	9	9	0.42
1406	20	6	7	9	9	0.42
1594	20	6	8	9	9	0.42
1549	10	6	8	9	7	0.36
1701	3	7	9	9	1	0.43
1563	12	7	8	9	5	0.44
1545	9	7	8	9	1	0.43
1541	8	7	8	9	1	0.45
1725	7	8	9	9	1	0.45
1702	3	8	9	9	1	0.45
1564	12	8	8	9	5	0.41
1546	9	8	8	9	1	0.45
1730	8	9	9	9	1	0.45
1726	7	9	9	9	1	0.43
1703	3	9	9	9	1	0.43
1565	12	9	8	9	5	0.5
1720	6	10	9	9	7	0.36
1715	5	10	9	9	7	0.36
1651	31	10	8	9	7	0.4
1606	22	10	8	9	7	0.37
91	20	10	0	9	9	0.42
279	20	10	1	9	9	0.42
467	20	10	2	9	9	0.42
655	20	10	3	9	9	0.42
843	20	10	4	9	9	0.42
