#t	PDR	Latency	Energy
10	0.0	0	0
20	0.17346938775510204	12.0	6.040000000000002
30	0.17346938775510204	12.0	6.040000000000002
40	0.2857142857142857	24.571428571428573	12.325714285714287
50	0.826530612244898	37.28395061728395	18.68197530864196
60	0.826530612244898	37.28395061728395	18.68197530864196
70	0.826530612244898	37.28395061728395	18.68197530864196
80	0.826530612244898	37.28395061728395	18.68197530864196
90	0.826530612244898	37.28395061728395	18.68197530864196
