ID	s	d	ts	te	LLC	ELC
1488	20	39	5	6	7	0.65
1770	21	39	6	6	1	0.23
1657	10	39	6	6	6	0.21
1457	19	1	5	7	7	0.4
1191	19	1	4	7	7	0.4
1473	20	1	5	7	7	0.45
1207	20	1	4	7	7	0.45
941	20	1	3	7	7	0.45
675	20	1	2	7	7	0.45
409	20	1	1	7	7	0.45
143	20	1	0	7	7	0.45
1707	17	1	6	7	6	0.2
1615	4	1	6	7	7	0.4
1639	9	3	6	7	1	0.25
1636	8	3	6	7	1	0.25
1633	7	3	6	7	1	0.25
1740	20	4	6	7	3	0.19
1490	21	4	5	7	7	0.64
47	10	4	0	7	8	0.63
313	10	4	1	7	8	0.63
579	10	4	2	7	8	0.63
845	10	4	3	7	8	0.63
1111	10	4	4	7	8	0.63
1377	10	4	5	7	8	0.63
1548	36	4	5	7	7	0.41
1315	39	4	4	7	7	0.61
1224	21	4	4	7	7	0.64
1282	36	4	4	7	7	0.41
1049	39	4	3	7	7	0.61
958	21	4	3	7	7	0.64
1016	36	4	3	7	7	0.41
251	39	4	0	7	7	0.61
517	39	4	1	7	7	0.61
783	39	4	2	7	7	0.61
160	21	4	0	7	7	0.64
426	21	4	1	7	7	0.64
692	21	4	2	7	7	0.64
750	36	4	2	7	7	0.41
484	36	4	1	7	7	0.41
218	36	4	0	7	7	0.41
1724	19	4	6	7	4	0.19
1708	17	4	6	7	6	0.19
1596	1	4	6	7	7	0.42
1632	6	5	6	7	1	0.2
1897	5	6	7	7	1	0.2
1878	3	7	7	7	1	0.25
1640	9	7	6	7	1	0.2
1637	8	7	6	7	1	0.2
1900	7	8	7	7	1	0.2
1879	3	8	7	7	1	0.25
1641	9	8	6	7	1	0.2
1904	8	9	7	7	1	0.2
1901	7	9	7	7	1	0.2
1880	3	9	7	7	1	0.25
1848	39	10	6	7	6	0.21
129	19	10	0	7	8	0.59
395	19	10	1	7	8	0.59
661	19	10	2	7	8	0.59
927	19	10	3	7	8	0.59
818	4	10	3	7	8	0.78
552	4	10	2	7	8	0.78
286	4	10	1	7	8	0.78
20	4	10	0	7	8	0.78
895	15	10	3	7	8	0.84
1	1	10	0	7	8	1.09
267	1	10	1	7	8	1.09
533	1	10	2	7	8	1.09
629	15	10	2	7	8	0.84
363	15	10	1	7	8	0.84
97	15	10	0	7	8	0.84
943	20	10	3	7	8	0.82
677	20	10	2	7	8	0.82
411	20	10	1	7	8	0.82
145	20	10	0	7	8	0.82
1193	19	10	4	7	8	0.59
1084	4	10	4	7	8	0.78
1209	20	10	4	7	8	0.82
1459	19	10	5	7	8	0.59
1350	4	10	5	7	8	0.78
799	1	10	3	7	10	1.13
1065	1	10	4	7	10	1.13
1161	15	10	4	7	10	1.38
1331	1	10	5	7	10	1.13
1443	17	10	5	7	9	0.87
1177	17	10	4	7	9	0.87
911	17	10	3	7	9	0.87
645	17	10	2	7	9	0.87
379	17	10	1	7	9	0.87
113	17	10	0	7	9	0.87
1757	21	10	6	7	6	0.19
1886	4	17	7	7	6	0.19
1867	1	17	7	7	6	0.2
1745	20	17	6	7	6	0.24
1495	21	17	5	7	7	0.61
51	10	17	0	7	8	0.6
317	10	17	1	7	8	0.6
583	10	17	2	7	8	0.6
849	10	17	3	7	8	0.6
1115	10	17	4	7	8	0.6
1381	10	17	5	7	8	0.6
1553	36	17	5	7	7	0.38
1320	39	17	4	7	7	0.58
1229	21	17	4	7	7	0.61
1287	36	17	4	7	7	0.38
1054	39	17	3	7	7	0.58
963	21	17	3	7	7	0.61
1021	36	17	3	7	7	0.38
256	39	17	0	7	7	0.58
522	39	17	1	7	7	0.58
788	39	17	2	7	7	0.58
165	21	17	0	7	7	0.61
431	21	17	1	7	7	0.61
697	21	17	2	7	7	0.61
755	36	17	2	7	7	0.38
489	36	17	1	7	7	0.38
223	36	17	0	7	7	0.38
1729	19	17	6	7	6	0.19
1979	17	19	7	7	6	0.19
1868	1	19	7	7	7	0.39
1887	4	19	7	7	4	0.19
1587	39	19	5	7	6	0.39
