ID	s	d	ts	te	LLC	size	parent	replica
----------------------------------------------------
276	0	9	1	1	0	500		-1		0
276	0	9	1	1	0	500		-1		1
276	0	9	1	1	0	500		-1		2
276	0	9	1	1	0	500		-1		3
276	0	9	1	1	0	500		-1		4
276	0	9	1	1	0	500		-1		5
276	0	9	1	1	0	500		-1		6
276	0	9	1	1	0	500		-1		7
276	0	9	1	1	0	500		-1		8
276	0	9	1	1	0	500		-1		9
276	0	9	1	1	0	500		-1		10
276	0	9	1	1	0	500		-1		11
276	0	9	1	1	0	500		-1		12
276	0	9	1	1	0	500		-1		13
276	0	9	1	1	0	500		-1		14
276	0	9	1	1	0	500		-1		15
276	0	9	1	1	0	500		-1		16
276	0	9	1	1	0	500		-1		17
276	0	9	1	1	0	500		-1		18
276	0	9	1	1	0	500		-1		19
276	0	9	1	1	0	500		-1		20
276	0	9	1	1	0	500		-1		21
276	0	9	1	1	0	500		-1		22
276	0	9	1	1	0	500		-1		23
276	0	9	1	1	0	500		-1		24
81	1	9	1	4	3	100		1		10
81	1	9	1	4	3	100		1		11
181	1	9	1	2	1	10		1		11
192	0	8	2	2	0	10		-1		24
18	1	8	2	3	1	25		1		10
18	1	8	2	3	1	25		1		11
296	1	9	2	3	1	10		1		10
296	1	9	2	3	1	10		1		11
190	0	11	3	3	0	10		-1		24
10	3	8	4	5	1	25		3		10
10	3	8	4	5	1	25		3		11
222	3	11	4	5	1	1		3		10
222	3	11	4	5	1	1		3		11
115	4	11	0	5	5	10		18		18
34	0	8	5	5	0	10		-1		24
51	3	11	5	6	1	1		3		10
51	3	11	5	6	1	1		3		11
286	3	11	5	7	2	50		3		10
286	3	11	5	7	2	50		3		11
62	3	8	6	7	1	1		3		10
62	3	8	6	7	1	1		3		11
8	1	9	7	8	1	25		1		10
8	1	9	7	8	1	25		1		11
147	0	11	8	8	0	50		-1		24
110	0	9	10	10	0	25		-1		24
122	3	11	10	12	2	50		3		10
122	3	11	10	12	2	50		3		11
14	1	8	12	13	1	10		1		10
14	1	8	12	13	1	10		1		11
173	1	11	12	14	2	50		1		10
173	1	11	12	14	2	50		1		11
278	3	9	12	13	1	10		3		10
278	3	9	12	13	1	10		3		11
29	0	8	13	13	0	100		-1		24
178	0	9	13	13	0	10		-1		24
201	3	8	13	14	1	25		3		10
201	3	8	13	14	1	25		3		11
225	0	9	15	15	0	25		-1		24
121	3	9	15	17	2	50		3		10
121	3	9	15	17	2	50		3		11
237	1	9	16	17	1	25		1		9
237	1	9	16	17	1	25		1		10
237	1	9	16	17	1	25		1		11
85	3	11	16	17	1	10		3		10
85	3	11	16	17	1	10		3		11
172	3	9	16	19	3	100		3		10
172	3	9	16	19	3	100		3		11
274	0	11	17	17	0	500		-1		0
274	0	11	17	17	0	500		-1		1
274	0	11	17	17	0	500		-1		2
274	0	11	17	17	0	500		-1		3
274	0	11	17	17	0	500		-1		4
274	0	11	17	17	0	500		-1		5
274	0	11	17	17	0	500		-1		6
274	0	11	17	17	0	500		-1		7
274	0	11	17	17	0	500		-1		8
274	0	11	17	17	0	500		-1		9
274	0	11	17	17	0	500		-1		10
274	0	11	17	17	0	500		-1		11
274	0	11	17	17	0	500		-1		12
274	0	11	17	17	0	500		-1		13
274	0	11	17	17	0	500		-1		14
274	0	11	17	17	0	500		-1		15
274	0	11	17	17	0	500		-1		16
274	0	11	17	17	0	500		-1		17
274	0	11	17	17	0	500		-1		18
274	0	11	17	17	0	500		-1		19
274	0	11	17	17	0	500		-1		20
274	0	11	17	17	0	500		-1		21
274	0	11	17	17	0	500		-1		22
274	0	11	17	17	0	500		-1		23
274	0	11	17	17	0	500		-1		24
128	1	11	17	19	2	50		1		10
128	1	11	17	19	2	50		1		11
245	1	8	17	18	1	25		1		10
245	1	8	17	18	1	25		1		11
92	3	9	17	20	3	100		3		9
92	3	9	17	20	3	100		3		10
92	3	9	17	20	3	100		3		11
52	0	9	18	18	0	500		-1		0
52	0	9	18	18	0	500		-1		1
52	0	9	18	18	0	500		-1		2
52	0	9	18	18	0	500		-1		3
52	0	9	18	18	0	500		-1		4
52	0	9	18	18	0	500		-1		5
52	0	9	18	18	0	500		-1		6
52	0	9	18	18	0	500		-1		7
52	0	9	18	18	0	500		-1		8
52	0	9	18	18	0	500		-1		9
52	0	9	18	18	0	500		-1		10
52	0	9	18	18	0	500		-1		11
52	0	9	18	18	0	500		-1		12
52	0	9	18	18	0	500		-1		13
52	0	9	18	18	0	500		-1		14
52	0	9	18	18	0	500		-1		15
52	0	9	18	18	0	500		-1		16
52	0	9	18	18	0	500		-1		17
52	0	9	18	18	0	500		-1		18
52	0	9	18	18	0	500		-1		19
52	0	9	18	18	0	500		-1		20
52	0	9	18	18	0	500		-1		21
52	0	9	18	18	0	500		-1		22
52	0	9	18	18	0	500		-1		23
52	0	9	18	18	0	500		-1		24
160	0	9	19	19	0	10		-1		24
207	0	11	19	19	0	25		-1		24
195	3	11	19	20	1	25		3		10
195	3	11	19	20	1	25		3		11
215	0	9	20	20	0	500		-1		0
215	0	9	20	20	0	500		-1		1
215	0	9	20	20	0	500		-1		2
215	0	9	20	20	0	500		-1		3
215	0	9	20	20	0	500		-1		4
215	0	9	20	20	0	500		-1		5
215	0	9	20	20	0	500		-1		6
215	0	9	20	20	0	500		-1		7
215	0	9	20	20	0	500		-1		8
215	0	9	20	20	0	500		-1		9
215	0	9	20	20	0	500		-1		10
215	0	9	20	20	0	500		-1		11
