#x,y,z,time
0.068176925,0.024501082,-0.014913702,69206203,
0.3121225,0.15339808,0.0063915867,69206402,
0.07137272,-0.07243798,0.13315806,69206603,
0.004261058,0.08841695,-0.025566347,69206803,
-0.33662355,0.36964676,0.011717909,69207003,
-0.15978967,0.022370553,-0.083090626,69207203,
-0.23435818,-0.08628642,0.11611383,69207405,
0.008522116,-0.23329291,0.06924219,69207602,
-0.17044231,0.4708469,-0.034088463,69207803,
-0.25033715,0.6604639,0.049002163,69208003,
0.07243798,0.49534798,-0.06924219,69208203,
0.15446334,-1.1504856,-0.18961707,69208402,
-0.39414784,0.72864085,0.03621899,69208603,
-0.099069595,0.039414786,-0.067111656,69208803,
0.45912898,-0.83729786,-0.17470337,69209003,
-0.18109496,0.11611383,0.056459013,69209203,
0.257794,0.30466563,-0.25672874,69209403,
-0.18002969,0.2514024,-0.00958738,69209602,
0.027696876,-0.12357067,0.02130529,69209803,
-0.406931,0.6743124,0.010652645,69210002,
-0.22050974,0.48043427,-0.1107875,69210203,
0.004261058,-0.35153726,0.07137272,69210403,
0.24607609,-0.18002969,-0.040480047,69210603,
0.15659387,-0.0479369,-0.052197956,69210803,
-0.07137272,-0.4548679,0.13102752,69211003,
-0.36325517,-0.62957126,-0.023435818,69211203,
-0.33981934,0.37816888,-0.03621899,69211402,
-0.13741912,0.44101948,0.068176925,69211603,
-0.06072007,-1.0077401,-0.10013486,69211803,
-0.54648066,-0.23009712,0.0,69212003,
0.6135923,-0.3206446,-0.14913702,69212203,
0.1555286,-0.3952131,0.1736381,69212404,BrokenRoad_1+
0.080960095,-0.035153728,0.13315806,69212603,BrokenRoad_1+
0.054328486,0.1736381,0.080960095,69212803,BrokenRoad_1+
-0.1949434,0.18748654,-0.10226539,69213003,
0.29827404,-0.18216021,-0.0053263223,69213203,
-0.19600865,-0.09054748,0.05326322,69213403,
-0.05539375,-0.1587244,0.0,69213603,
-0.05965481,-0.2514024,0.11824435,69213803,
-0.111852765,-0.113983296,-0.10226539,69214003,
-0.23968449,0.6913566,0.07137272,69214203,
-0.33981934,0.6327671,0.10865697,69214404,
0.3568636,-0.71053135,-0.10333065,69214604,
0.09161274,-0.6679208,0.19281286,69214804,
-0.008522116,-0.0777643,0.13209279,69215004,
0.13635385,0.13209279,0.10120012,69215204,
-0.27377295,0.14168017,0.0010652645,69215404,
-0.054328486,0.017044231,0.056459013,69215604,
0.05326322,-0.62531024,0.061785337,69215804,
0.3025351,-0.21837921,0.023435818,69216003,
0.28016454,0.09161274,-0.049002163,69216204,
0.0010652645,0.2247708,0.083090626,69216403,
-0.18642128,0.09054748,0.10759171,69216604,
-0.07882957,0.0031957934,0.0010652645,69216803,
-0.35792884,0.33129725,0.020240024,69217004,
-0.0053263223,-0.33449304,-0.03834952,69217204,
-0.33768883,0.7456851,0.022370553,69217404,
-0.1768339,0.2759035,-0.024501082,69217604,
-0.2790993,0.7478156,-0.034088463,69217804,
-0.029827405,-0.11824435,-0.06072007,69218004,
0.10013486,0.08522116,-0.044741105,69218204,
0.035153728,0.017044231,-0.08841695,69218403,
-0.11824435,0.08415589,-0.01917476,69218604,
-0.054328486,0.25353295,-0.015978966,69218803,
-0.08948221,0.068176925,-0.08628642,69219003,
0.013848438,-0.061785337,0.05539375,69219203,
-0.03834952,0.020240024,0.06498113,69219403,
0.014913702,-0.05006743,-0.10333065,69219604,
-0.010652645,-0.046871636,-0.06498113,69219804,
-0.0010652645,-0.03195793,0.05326322,69220004,
0.013848438,-0.43249735,0.041545313,69220204,
-0.033023197,-0.23009712,0.008522116,69220403,
0.068176925,-0.57098174,-0.04580637,69220604,
-0.13635385,-0.15126754,0.051132694,69220804,
0.018109495,0.34408042,-0.12250541,69221004,
-0.13741912,0.5635249,0.00958738,69221204,
-0.044741105,0.092678,-0.10333065,69221404,
-0.037284255,-0.34194988,-0.007456851,69221604,
0.056459013,0.039414786,0.029827405,69221804,
-0.00958738,0.3771036,0.0127831735,69222004,
-0.18002969,0.08841695,0.07882957,69222204,
0.056459013,0.0053263223,0.002130529,69222404,
0.03621899,0.15233281,0.00958738,69222604,
0.113983296,-0.5901565,-0.035153728,69222804,
-0.0063915867,-0.049002163,0.027696876,69223004,
0.013848438,-0.30360037,-0.12250541,69223204,
0.013848438,-0.19920444,0.027696876,69223404,
-0.15446334,0.624245,0.0010652645,69223604,
0.09161274,-0.35153726,-0.08841695,69223804,
0.13954964,-0.11504856,-0.0127831735,69224004,
0.049002163,0.066046394,0.02876214,69224204,
-0.034088463,-0.25992453,-0.023435818,69224403,
-0.1768339,0.6711166,0.11291803,69224604,
0.04261058,-0.054328486,-0.0010652645,69224804,
-0.002130529,-0.2759035,-0.046871636,69225004,
-0.070307456,0.4644553,0.11504856,69225204,
-0.0479369,-0.23755397,-0.02876214,69225403,
-0.111852765,0.4878911,0.11611383,69225604,
0.061785337,0.09054748,0.01917476,69225804,
0.16937704,-0.4697816,-0.11291803,69226004,
-0.13315806,0.19387813,0.12144014,69226204,
-0.16937704,0.43782368,0.08735169,69226403,
