ID	s	d	ts	te	LLC	ELC
815	23	12	9	12	10	0.86
737	23	12	8	12	10	0.86
659	23	12	7	12	10	0.86
581	23	12	6	12	10	0.86
503	23	12	5	12	10	0.86
425	23	12	4	12	10	0.86
337	23	12	3	12	10	0.86
249	23	12	2	12	10	0.86
154	23	12	1	12	10	0.86
59	23	12	0	12	10	0.86
766	4	12	9	12	10	1.23
688	4	12	8	12	10	1.23
794	17	12	9	12	10	0.78
716	17	12	8	12	10	0.78
956	19	12	11	12	10	0.38
969	22	13	11	12	9	0.5
1001	4	17	12	12	6	0.45
972	23	17	11	12	9	0.36
44	20	17	0	12	7	0.28
139	20	17	1	12	7	0.28
234	20	17	2	12	7	0.28
329	20	17	3	12	7	0.28
417	20	17	4	12	7	0.28
495	20	17	5	12	7	0.28
573	20	17	6	12	7	0.28
651	20	17	7	12	7	0.28
729	20	17	8	12	7	0.28
807	20	17	9	12	7	0.28
786	12	17	9	12	11	0.86
708	12	17	8	12	11	0.86
630	12	17	7	12	11	0.86
552	12	17	6	12	11	0.86
474	12	17	5	12	11	0.86
396	12	17	4	12	11	0.86
308	12	17	3	12	11	0.86
213	12	17	2	12	11	0.86
118	12	17	1	12	11	0.86
23	12	17	0	12	11	0.86
885	20	17	10	12	7	0.28
864	12	17	10	12	11	0.86
879	19	17	10	12	7	0.64
801	19	17	9	12	7	0.64
723	19	17	8	12	7	0.64
645	19	17	7	12	7	0.64
567	19	17	6	12	7	0.64
489	19	17	5	12	7	0.64
411	19	17	4	12	7	0.64
963	20	17	11	12	7	0.28
942	12	17	11	12	12	1.19
957	19	17	11	12	7	0.64
1021	12	19	12	12	10	0.38
895	23	19	10	12	10	0.86
817	23	19	9	12	10	0.86
739	23	19	8	12	10	0.86
661	23	19	7	12	10	0.86
583	23	19	6	12	10	0.86
505	23	19	5	12	10	0.86
427	23	19	4	12	10	0.86
339	23	19	3	12	10	0.86
251	23	19	2	12	10	0.86
156	23	19	1	12	10	0.86
61	23	19	0	12	10	0.86
964	20	19	11	12	4	0.36
924	4	19	11	12	8	1.18
846	4	19	10	12	8	1.18
768	4	19	9	12	8	1.18
690	4	19	8	12	8	1.18
612	4	19	7	12	8	1.18
534	4	19	6	12	8	1.18
951	17	19	11	12	8	0.73
873	17	19	10	12	8	0.73
795	17	19	9	12	8	0.73
717	17	19	8	12	8	0.73
639	17	19	7	12	8	0.73
561	17	19	6	12	8	0.73
5	4	19	0	12	8	1.18
100	4	19	1	12	8	1.18
195	4	19	2	12	8	1.18
290	4	19	3	12	8	1.18
378	4	19	4	12	8	1.18
456	4	19	5	12	8	1.18
483	17	19	5	12	8	0.73
405	17	19	4	12	8	0.73
317	17	19	3	12	8	0.73
222	17	19	2	12	8	0.73
127	17	19	1	12	8	0.73
32	17	19	0	12	8	0.73
1036	19	20	12	12	4	0.36
1022	12	20	12	12	11	0.83
1030	17	20	12	12	7	0.28
1003	4	20	12	12	7	0.73
974	23	20	11	12	9	0.36
1017	10	21	12	12	6	0.38
996	39	21	11	12	1	0.5
1025	13	22	12	12	9	0.5
491	19	23	5	12	9	0.72
1043	20	23	12	12	9	0.36
1023	12	23	12	12	12	1.28
1037	19	23	12	12	9	0.72
1031	17	23	12	12	9	0.36
1004	4	23	12	12	9	0.38
748	33	24	8	12	4	0.45
826	33	24	9	12	4	0.45
904	33	24	10	12	4	0.45
982	33	24	11	12	4	0.45
994	38	30	11	12	6	0.42
1046	21	39	12	12	1	0.5
1018	10	39	12	12	6	0.29
1014	9	3	12	13	1	0.42
1011	8	3	12	13	1	0.42
1008	7	3	12	13	1	0.33
1048	23	4	12	13	9	0.38
409	19	4	4	13	8	0.81
1039	20	4	12	13	8	0.45
1019	12	4	12	13	12	1.19
1033	19	4	12	13	8	0.81
1027	17	4	12	13	6	0.45
1007	6	5	12	13	1	0.42
1084	5	6	13	13	1	0.42
1075	3	7	13	13	1	0.33
1015	9	7	12	13	1	0.42
1012	8	7	12	13	1	0.42
1087	7	8	13	13	1	0.42
1076	3	8	13	13	1	0.42
1016	9	8	12	13	1	0.42
1091	8	9	13	13	1	0.42
1088	7	9	13	13	1	0.42
1077	3	9	13	13	1	0.42
265	36	10	2	13	6	0.79
170	36	10	1	13	6	0.79
75	36	10	0	13	6	0.79
1073	39	10	12	13	6	0.29
1045	21	10	12	13	6	0.38
610	4	12	7	13	10	1.23
532	4	12	6	13	10	1.23
638	17	12	7	13	10	0.78
872	17	12	10	13	10	1.11
950	17	12	11	13	10	1.11
844	4	12	10	13	10	1.56
922	4	12	11	13	10	1.56
962	20	12	11	13	10	0.74
893	23	12	10	13	11	1.31
1034	19	12	12	13	10	0.38
1047	22	13	12	13	9	0.5
1079	4	17	13	13	6	0.45
1050	23	17	12	13	9	0.36
323	19	17	3	13	7	0.64
228	19	17	2	13	7	0.64
133	19	17	1	13	7	0.64
38	19	17	0	13	7	0.64
1041	20	17	12	13	7	0.28
1020	12	17	12	13	12	1.19
1035	19	17	12	13	7	0.64
1099	12	19	13	13	10	0.38
973	23	19	11	13	10	0.86
1042	20	19	12	13	4	0.36
1002	4	19	12	13	8	1.18
1029	17	19	12	13	8	0.73
1114	19	20	13	13	4	0.36
1100	12	20	13	13	11	0.83
1108	17	20	13	13	7	0.28
1081	4	20	13	13	7	0.73
1052	23	20	12	13	9	0.36
1095	10	21	13	13	6	0.38
1074	39	21	12	13	1	0.5
1103	13	22	13	13	9	0.5
413	19	23	4	13	9	0.72
1121	20	23	13	13	9	0.36
1101	12	23	13	13	12	1.28
1115	19	23	13	13	9	0.72
1109	17	23	13	13	9	0.36
1082	4	23	13	13	9	0.38
1058	30	38	12	13	6	0.42
1136	30	38	13	13	6	0.42
1124	21	39	13	13	1	0.5
1096	10	39	13	13	6	0.29
1092	9	3	13	14	1	0.42
1089	8	3	13	14	1	0.42
1086	7	3	13	14	1	0.33
1126	23	4	13	14	9	0.38
321	19	4	3	14	8	0.81
226	19	4	2	14	8	0.81
131	19	4	1	14	8	0.81
36	19	4	0	14	8	0.81
1117	20	4	13	14	8	0.45
1097	12	4	13	14	12	1.19
1111	19	4	13	14	8	0.81
1105	17	4	13	14	6	0.45
1085	6	5	13	14	1	0.42
1162	5	6	14	14	1	0.42
1153	3	7	14	14	1	0.33
1093	9	7	13	14	1	0.42
1090	8	7	13	14	1	0.42
1165	7	8	14	14	1	0.42
1154	3	8	14	14	1	0.42
1094	9	8	13	14	1	0.42
1169	8	9	14	14	1	0.42
1166	7	9	14	14	1	0.42
1155	3	9	14	14	1	0.42
1151	39	10	13	14	6	0.29
1123	21	10	13	14	6	0.38
560	17	12	6	14	10	0.78
3	4	12	0	14	10	1.23
98	4	12	1	14	10	1.23
193	4	12	2	14	10	1.23
288	4	12	3	14	10	1.23
376	4	12	4	14	10	1.23
454	4	12	5	14	10	1.23
482	17	12	5	14	10	0.78
404	17	12	4	14	10	0.78
316	17	12	3	14	10	0.78
221	17	12	2	14	10	0.78
126	17	12	1	14	10	0.78
31	17	12	0	14	10	0.78
1028	17	12	12	14	10	1.11
1000	4	12	12	14	10	1.56
1040	20	12	12	14	10	0.74
971	23	12	11	14	11	1.31
1112	19	12	13	14	10	0.38
1125	22	13	13	14	9	0.5
1157	4	17	14	14	6	0.45
1128	23	17	13	14	9	0.36
1119	20	17	13	14	7	0.28
1098	12	17	13	14	12	1.19
1113	19	17	13	14	7	0.64
1177	12	19	14	14	10	0.38
1051	23	19	12	14	10	0.86
1120	20	19	13	14	4	0.36
1080	4	19	13	14	8	1.18
1107	17	19	13	14	8	0.73
1191	19	20	14	14	4	0.36
1185	17	20	14	14	7	0.28
1159	4	20	14	14	7	0.73
1130	23	20	13	14	9	0.36
1173	10	21	14	14	6	0.38
1152	39	21	13	14	1	0.5
325	19	23	3	14	9	0.72
230	19	23	2	14	9	0.72
135	19	23	1	14	9	0.72
40	19	23	0	14	9	0.72
1198	20	23	14	14	9	0.36
1192	19	23	14	14	9	0.72
1186	17	23	14	14	9	0.36
1160	4	23	14	14	9	0.38
1072	38	30	12	14	6	0.42
1150	38	30	13	14	6	0.42
1054	24	33	12	14	4	0.45
1212	30	38	14	14	6	0.42
1201	21	39	14	14	1	0.5
1174	10	39	14	14	6	0.29
1170	9	3	14	15	1	0.42
1167	8	3	14	15	1	0.42
1164	7	3	14	15	1	0.33
1202	23	4	14	15	9	0.38
1194	20	4	14	15	8	0.45
1188	19	4	14	15	8	0.81
1182	17	4	14	15	6	0.45
1163	6	5	14	15	1	0.42
1238	5	6	15	15	1	0.42
1229	3	7	15	15	1	0.33
1171	9	7	14	15	1	0.42
1168	8	7	14	15	1	0.42
1241	7	8	15	15	1	0.42
1230	3	8	15	15	1	0.42
1172	9	8	14	15	1	0.42
1245	8	9	15	15	1	0.42
1242	7	9	15	15	1	0.42
1231	3	9	15	15	1	0.42
1227	39	10	14	15	6	0.29
1200	21	10	14	15	6	0.38
1106	17	12	13	15	10	1.11
1078	4	12	13	15	10	1.56
1118	20	12	13	15	10	0.74
1049	23	12	12	15	11	1.31
1189	19	12	14	15	10	0.38
1233	4	17	15	15	6	0.45
1204	23	17	14	15	9	0.36
1196	20	17	14	15	7	0.28
1190	19	17	14	15	7	0.64
1253	12	19	15	15	10	0.38
1129	23	19	13	15	10	0.86
1197	20	19	14	15	4	0.36
1261	17	20	15	15	7	0.28
1235	4	20	15	15	7	0.73
1206	23	20	14	15	9	0.36
1249	10	21	15	15	6	0.38
1228	39	21	14	15	1	0.5
1274	20	23	15	15	9	0.36
1262	17	23	15	15	9	0.36
1236	4	23	15	15	9	0.38
1060	33	24	12	15	4	0.45
1226	38	30	14	15	6	0.42
1132	24	33	13	15	4	0.45
1208	24	33	14	15	4	0.45
1284	24	33	15	15	4	0.45
