ID	s	d	ts	te	LLC	size	parent	parentTime	replica
214	4	10	56	58	2	1		18		58			3	2	0	0	0
117	7	10	57	59	2	1		18		59			3	2	0	0	0
154	4	10	60	62	2	1		18		62			3	2	0	0	0
299	3	9	24	27	3	1		20		27			0	3	0	0	0
214	4	10	56	59	3	1		0		59			0	3	0	0	0
117	7	10	57	60	3	1		0		60			0	3	0	0	0
154	4	10	60	63	3	1		0		63			0	3	0	0	0
299	3	9	24	28	4	1		20		28			0	3	0	0	0
214	4	10	56	60	4	1		0		60			0	3	0	0	0
117	7	10	57	61	4	1		0		61			0	3	0	0	0
154	4	10	60	64	4	1		0		64			0	3	0	0	0
210	1	9	21	26	5	1		20		26			0	3	0	0	0
154	4	10	60	65	5	1		0		65			0	3	0	0	0
214	4	10	56	62	6	1		0		62			0	3	0	0	0
20	4	10	56	62	6	10		0		62			0	1	0	2	0
117	7	10	57	63	6	1		0		63			0	3	0	0	0
154	4	10	60	66	6	1		0		66			0	3	0	0	0
210	1	9	21	28	7	1		2		28			0	5	0	0	0
251	7	10	57	64	7	10		0		64			0	1	0	3	0
154	4	10	60	67	7	1		0		67			0	3	0	0	0
20	4	10	56	64	8	10		18		64			3	2	0	0	0
214	4	10	56	64	8	1		0		64			0	3	0	0	0
20	4	10	56	64	8	10		0		64			0	1	0	2	0
117	7	10	57	65	8	1		0		65			0	3	0	0	0
154	4	10	60	68	8	1		0		68			0	3	0	0	0
210	1	9	21	30	9	1		2		30			0	5	0	0	0
251	7	10	57	66	9	10		18		66			3	2	0	1	0
214	4	10	56	66	10	1		0		66			0	3	0	0	0
20	4	10	56	66	10	10		0		66			0	1	0	2	0
117	7	10	57	67	10	1		0		67			0	3	0	0	0
251	7	10	57	67	10	10		0		67			0	1	0	3	0
154	4	10	60	70	10	1		0		70			0	3	0	0	0
210	1	9	21	32	11	1		2		32			0	5	0	0	0
154	4	10	60	71	11	1		0		71			0	3	0	0	0
179	6	10	48	60	12	10		0		60			0	2	0	2	0
214	4	10	56	68	12	1		0		68			0	3	0	0	0
20	4	10	56	68	12	10		0		68			0	1	0	2	0
117	7	10	57	69	12	1		0		69			0	3	0	0	0
210	1	9	21	34	13	1		2		34			0	5	0	0	0
20	4	10	56	69	13	10		0		69			0	1	0	2	0
251	7	10	57	70	13	10		0		70			0	1	0	3	0
117	7	10	57	70	13	1		0		70			0	3	0	0	0
214	4	10	56	69	13	1		0		69			0	3	0	0	0
154	4	10	60	73	13	1		0		73			0	3	0	0	0
210	1	9	21	35	14	1		2		35			0	5	0	0	0
16	6	10	42	56	14	1		18		56			3	3	0	0	0
179	6	10	48	62	14	10		18		62			3	3	0	0	0
154	4	10	60	74	14	1		0		74			0	3	0	0	0
16	6	10	42	57	15	1		0		57			0	4	0	0	0
179	6	10	48	63	15	10		0		63			0	2	0	2	0
251	7	10	57	72	15	10		0		72			0	1	0	3	0
154	4	10	60	75	15	1		0		75			0	3	0	0	0
93	2	10	10	26	16	10		20		26			2	0	0	2	0
210	1	9	21	37	16	1		2		37			0	5	0	0	0
179	6	10	48	64	16	10		0		64			0	2	0	2	0
20	4	10	56	72	16	10		0		72			0	1	0	2	0
117	7	10	57	73	16	1		0		73			0	3	0	0	0
154	4	10	60	76	16	1		0		76			0	3	0	0	0
93	2	10	10	27	17	10		20		27			0	0	0	2	0
16	6	10	42	59	17	1		0		59			0	4	0	0	0
176	4	10	43	60	17	10		0		60			0	1	0	2	0
179	6	10	48	65	17	10		0		65			0	2	0	2	0
20	4	10	56	73	17	10		0		73			0	1	0	2	0
117	7	10	57	74	17	1		0		74			0	3	0	0	0
154	4	10	60	77	17	1		0		77			0	3	0	0	0
93	2	10	10	28	18	10		20		28			0	1	0	1	0
93	2	10	10	28	18	10		20		28			0	0	0	2	0
210	1	9	21	39	18	1		2		39			0	5	0	0	0
176	4	10	43	61	18	10		0		61			0	1	0	2	0
179	6	10	48	66	18	10		0		66			0	2	0	2	0
214	4	10	56	74	18	1		0		74			0	3	0	0	0
154	4	10	60	78	18	1		0		78			0	3	0	0	0
19	2	10	7	26	19	10		20		26			2	0	0	2	0
93	2	10	10	29	19	10		20		29			1	0	0	2	0
210	1	9	21	40	19	1		2		40			0	5	0	0	0
176	4	10	43	62	19	10		18		62			3	2	0	0	0
16	6	10	42	61	19	1		0		61			0	4	0	0	0
176	4	10	43	62	19	10		0		62			0	1	0	2	0
179	6	10	48	67	19	10		0		67			0	2	0	2	0
20	4	10	56	75	19	10		0		75			0	1	0	2	0
117	7	10	57	76	19	1		0		76			0	3	0	0	0
251	7	10	57	76	19	10		0		76			0	1	0	3	0
154	4	10	60	79	19	1		0		79			0	3	0	0	0
231	4	9	6	26	20	1		20		26			0	4	0	0	0
93	2	10	10	30	20	10		1		30			0	1	0	2	0
176	4	10	43	63	20	10		0		63			0	1	0	2	0
179	6	10	48	68	20	10		0		68			0	2	0	2	0
214	4	10	56	76	20	1		0		76			0	3	0	0	0
154	4	10	60	80	20	1		0		80			0	3	0	0	0
19	2	10	7	28	21	10		20		28			0	1	0	1	0
62	3	8	6	27	21	1		9		27			1	4	0	0	0
231	4	9	6	27	21	1		20		27			0	4	0	0	0
19	2	10	7	28	21	10		0		28			0	0	0	4	0
93	2	10	10	31	21	10		1		31			0	1	0	2	0
210	1	9	21	42	21	1		2		42			0	5	0	0	0
16	6	10	42	63	21	1		0		63			0	4	0	0	0
20	4	10	56	77	21	10		0		77			0	1	0	2	0
117	7	10	57	78	21	1		0		78			0	3	0	0	0
154	4	10	60	81	21	1		0		81			0	3	0	0	0
62	3	8	6	28	22	1		2		28			0	5	0	0	0
51	3	11	5	27	22	1		9		27			2	4	0	0	0
273	2	10	7	29	22	25		20		29			0	0	0	1	1
93	2	10	10	32	22	10		1		32			0	1	0	2	0
210	1	9	21	43	22	1		2		43			0	5	0	0	0
35	6	10	34	56	22	1		18		56			3	3	0	0	0
214	4	10	56	78	22	1		0		78			0	3	0	0	0
154	4	10	60	82	22	1		0		82			0	3	0	0	0
222	3	11	4	27	23	1		9		27			2	4	0	0	0
62	3	8	6	29	23	1		2		29			0	5	0	0	0
231	4	9	6	29	23	1		2		29			0	6	0	0	0
19	2	10	7	30	23	10		0		30			0	0	0	4	0
93	2	10	10	33	23	10		0		33			0	1	0	2	0
38	6	10	37	60	23	10		0		60			0	2	0	2	0
16	6	10	42	65	23	1		0		65			0	4	0	0	0
20	4	10	56	79	23	10		0		79			0	1	0	2	0
117	7	10	57	80	23	1		0		80			0	3	0	0	0
251	7	10	57	80	23	10		0		80			0	1	0	3	0
154	4	10	60	83	23	1		0		83			0	3	0	0	0
222	3	11	4	28	24	1		2		28			0	5	0	0	0
62	3	8	6	30	24	1		2		30			0	5	0	0	0
51	3	11	5	29	24	1		2		29			0	5	0	0	0
273	2	10	7	31	24	25		20		31			0	0	0	1	1
210	1	9	21	45	24	1		2		45			0	5	0	0	0
35	6	10	34	58	24	1		0		58			0	4	0	0	0
191	6	10	36	60	24	10		0		60			0	2	0	2	0
176	4	10	43	67	24	10		0		67			0	1	0	2	0
214	4	10	56	80	24	1		0		80			0	3	0	0	0
154	4	10	60	84	24	1		0		84			0	3	0	0	0
15	2	10	3	28	25	25		20		28			0	0	0	1	1
222	3	11	4	29	25	1		2		29			0	5	0	0	0
62	3	8	6	31	25	1		2		31			0	5	0	0	0
231	4	9	6	31	25	1		2		31			0	6	0	0	0
19	2	10	7	32	25	10		0		32			0	0	0	4	0
93	2	10	10	35	25	10		0		35			0	1	0	2	0
210	1	9	21	46	25	1		2		46			0	5	0	0	0
66	7	10	31	56	25	1		18		56			3	3	0	0	0
35	6	10	34	59	25	1		0		59			0	4	0	0	0
38	6	10	37	62	25	10		18		62			3	3	0	0	0
191	6	10	36	61	25	10		0		61			0	2	0	2	0
38	6	10	37	62	25	10		0		62			0	2	0	2	0
16	6	10	42	67	25	1		0		67			0	4	0	0	0
179	6	10	48	73	25	10		0		73			0	2	0	2	0
20	4	10	56	81	25	10		0		81			0	1	0	2	0
117	7	10	57	82	25	1		0		82			0	3	0	0	0
157	3	8	60	85	25	1		9		85			1	3	0	0	0
154	4	10	60	85	25	1		0		85			0	3	0	0	0
273	2	10	7	33	26	25		20		33			0	1	0	0	1
222	3	11	4	30	26	1		2		30			0	5	0	0	0
62	3	8	6	32	26	1		2		32			0	5	0	0	0
51	3	11	5	31	26	1		2		31			0	5	0	0	0
273	2	10	7	33	26	25		20		33			0	0	0	1	1
66	7	10	31	57	26	1		0		57			0	4	0	0	0
191	6	10	36	62	26	10		18		62			3	3	0	0	0
35	6	10	34	60	26	1		0		60			0	4	0	0	0
214	4	10	56	82	26	1		0		82			0	3	0	0	0
96	0	9	58	84	26	1		20		84			0	2	0	0	0
157	3	8	60	86	26	1		2		86			0	4	0	0	0
154	4	10	60	86	26	1		0		86			0	3	0	0	0
224	2	10	0	27	27	25		20		27			2	0	0	1	1
15	2	10	3	30	27	25		20		30			1	0	0	1	1
62	3	8	6	33	27	1		2		33			0	5	0	0	0
231	4	9	6	33	27	1		2		33			0	6	0	0	0
19	2	10	7	34	27	10		0		34			0	0	0	4	0
93	2	10	10	37	27	10		0		37			0	1	0	2	0
210	1	9	21	48	27	1		2		48			0	5	0	0	0
66	7	10	31	58	27	1		0		58			0	4	0	0	0
35	6	10	34	61	27	1		0		61			0	4	0	0	0
16	6	10	42	69	27	1		0		69			0	4	0	0	0
