ID	s	d	ts	te	LLC	size	parent
----------------------------------------------------
99	0	8	18	18	0	500		-1
263	0	8	26	26	0	500		-1
100	0	8	48	48	0	500		-1
105	0	8	53	53	0	500		-1
292	3	11	1	107	106	100		0
20	3	11	60	108	48	100		0
235	0	8	32	106	74	25		0
156	0	8	2	108	106	50		0
131	3	11	22	108	86	50		0
166	1	9	24	107	83	1		0
57	1	9	0	110	110	100		0
123	3	11	59	110	51	100		0
262	0	8	20	110	90	100		0
112	0	8	47	109	62	50		0
256	3	11	8	108	100	1		0
108	0	8	38	108	70	10		0
122	0	8	36	108	72	10		0
25	1	9	37	111	74	100		0
155	3	11	30	111	81	100		0
211	3	11	6	111	105	100		0
61	1	9	53	111	58	100		0
88	3	11	37	109	72	1		0
242	3	11	2	110	108	50		0
174	1	9	42	110	68	50		0
75	0	8	4	109	105	1		0
170	3	11	9	109	100	1		0
77	0	8	39	109	70	10		0
76	1	9	29	109	80	10		0
284	1	9	13	109	96	10		0
282	3	11	29	112	83	100		0
253	0	8	35	111	76	50		0
205	0	8	22	112	90	100		0
234	0	8	60	112	52	100		0
32	0	8	24	110	86	25		0
102	1	9	55	112	57	100		0
250	0	8	49	112	63	100		0
49	3	11	44	111	67	50		0
214	3	11	1	111	110	50		0
52	3	11	34	110	76	1		0
56	3	11	32	111	79	50		0
165	0	8	38	111	73	50		0
72	3	11	46	111	65	50		0
110	1	9	6	110	104	25		0
58	1	9	11	110	99	1		0
299	0	8	17	110	93	1		0
232	3	11	32	110	78	25		0
175	1	9	8	110	102	10		0
81	1	9	2	110	108	10		0
98	0	8	14	110	96	1		0
68	3	11	58	110	52	1		0
247	0	8	42	110	68	1		0
55	3	11	22	110	88	25		0
198	3	11	15	110	95	1		0
196	0	8	11	110	99	1		0
190	0	8	6	113	107	100		0
33	1	9	50	111	61	10		0
261	0	8	6	112	106	50		0
8	3	11	13	113	100	100		0
171	0	8	8	111	103	10		0
27	3	11	20	111	91	1		0
206	0	8	46	111	65	1		0
248	1	9	54	113	59	100		0
233	1	9	3	113	110	100		0
26	0	8	21	111	90	10		0
181	3	11	13	112	99	50		0
265	1	9	9	111	102	10		0
237	0	8	11	111	100	25		0
286	0	8	16	112	96	50		0
227	1	9	44	111	67	10		0
119	0	8	50	112	62	50		0
53	1	9	60	112	52	50		0
184	0	8	58	112	54	50		0
147	1	9	4	111	107	1		0
11	1	9	24	111	87	10		0
104	0	8	2	111	109	10		0
47	3	11	17	111	94	1		0
6	1	9	18	111	93	25		0
18	1	9	58	111	53	25		0
85	1	9	56	111	55	25		0
103	3	11	30	111	81	25		0
128	0	8	38	111	73	1		0
37	0	8	1	111	110	25		0
182	0	8	52	111	59	1		0
230	3	11	33	111	78	10		0
111	3	11	9	111	102	25		0
199	1	9	10	111	101	25		0
140	1	9	55	111	56	1		0
244	1	9	56	111	55	25		0
204	3	11	42	111	69	25		0
208	3	11	58	111	53	25		0
228	0	8	53	111	58	1		0
168	0	8	13	111	98	10		0
167	3	11	42	111	69	10		0
283	3	11	60	111	51	10		0
194	1	9	2	2	0	500		-1
268	1	9	6	6	0	500		-1
192	1	9	14	14	0	500		-1
189	1	9	18	18	0	500		-1
243	1	9	31	31	0	500		-1
201	1	9	40	40	0	500		-1
288	1	9	57	57	0	500		-1
133	2	10	2	2	0	500		-1
277	2	10	3	3	0	10		-1
69	2	10	5	5	0	500		-1
17	2	10	6	6	0	50		-1
1	2	10	8	8	0	10		-1
289	2	10	10	10	0	25		-1
221	2	11	11	11	0	500		-1
223	2	10	11	11	0	500		-1
231	2	11	15	15	0	500		-1
252	2	10	18	18	0	50		-1
297	2	10	18	18	0	1		-1
238	2	10	20	20	0	25		-1
118	2	10	21	21	0	1		-1
29	2	10	25	25	0	10		-1
176	2	10	26	26	0	25		-1
139	2	10	31	31	0	500		-1
70	2	10	33	33	0	1		-1
287	2	10	33	33	0	10		-1
251	2	10	34	34	0	500		-1
4	2	10	36	36	0	100		-1
269	2	10	37	37	0	100		-1
169	2	10	42	42	0	100		-1
217	2	10	42	42	0	10		-1
148	2	10	45	45	0	50		-1
161	2	10	47	47	0	10		-1
130	2	10	49	49	0	50		-1
193	2	10	49	49	0	1		-1
51	2	10	51	51	0	25		-1
270	2	10	51	51	0	100		-1
90	2	10	53	53	0	1		-1
83	2	10	54	54	0	10		-1
197	2	10	55	55	0	50		-1
218	2	10	56	56	0	10		-1
257	2	10	57	57	0	100		-1
285	2	10	57	57	0	100		-1
60	2	10	58	58	0	1		-1
153	2	10	59	59	0	10		-1
64	2	10	60	60	0	10		-1
62	3	11	0	0	0	500		-1
137	3	11	4	4	0	500		-1
107	3	11	9	9	0	500		-1
273	3	11	20	20	0	500		-1
240	3	11	33	33	0	500		-1
298	3	11	36	36	0	500		-1
126	4	8	2	2	0	25		-1
186	4	8	3	3	0	10		-1
172	4	8	5	5	0	50		-1
92	4	8	6	6	0	100		-1
101	4	8	6	6	0	25		-1
145	4	8	8	8	0	100		-1
46	4	8	10	10	0	50		-1
34	4	8	11	11	0	100		-1
73	4	8	14	14	0	10		-1
160	4	8	17	17	0	100		-1
177	4	8	18	18	0	10		-1
180	4	8	20	20	0	1		-1
246	4	8	23	23	0	50		-1
7	4	8	26	26	0	1		-1
50	4	8	28	28	0	25		-1
38	4	8	32	32	0	10		-1
216	4	8	34	34	0	50		-1
43	4	8	36	36	0	100		-1
254	4	8	37	37	0	50		-1
207	4	8	41	41	0	100		-1
14	4	8	43	43	0	25		-1
15	4	8	43	43	0	10		-1
272	4	8	43	43	0	100		-1
23	4	8	44	44	0	1		-1
113	4	8	44	44	0	50		-1
239	4	8	44	44	0	10		-1
219	4	8	45	45	0	25		-1
35	4	8	46	46	0	500		-1
144	4	8	46	46	0	10		-1
185	4	8	50	50	0	1		-1
260	4	8	50	50	0	25		-1
45	4	8	51	51	0	25		-1
135	4	8	53	53	0	1		-1
114	4	8	54	54	0	1		-1
220	4	8	55	55	0	1		-1
54	4	8	56	56	0	25		-1
66	4	8	59	59	0	10		-1
93	4	8	59	59	0	100		-1
19	5	8	2	2	0	1		-1
