ID	s	d	ts	te	LLC	size	parent
----------------------------------------------------
113	3	10	50	50	0	1		-1
13	3	10	51	51	0	25		-1
39	3	11	51	51	0	10		-1
41	3	10	54	54	0	25		-1
271	3	10	55	55	0	500		-1
120	3	10	56	56	0	10		-1
115	3	10	58	58	0	10		-1
294	3	10	58	58	0	100		-1
215	4	8	0	0	0	10		-1
242	4	10	2	2	0	10		-1
255	4	8	2	2	0	1		-1
131	4	11	3	3	0	1		-1
128	4	10	4	4	0	10		-1
251	4	8	6	6	0	10		-1
167	4	10	11	11	0	1		-1
75	4	10	12	12	0	10		-1
202	4	8	12	12	0	1		-1
193	4	11	13	13	0	10		-1
49	4	9	15	15	0	1		-1
1	4	8	16	16	0	1		-1
186	4	11	18	18	0	10		-1
144	4	11	19	19	0	10		-1
259	4	8	19	19	0	1		-1
55	4	9	21	21	0	1		-1
194	4	10	22	22	0	10		-1
138	4	8	23	23	0	10		-1
123	4	10	26	26	0	10		-1
236	4	11	26	26	0	1		-1
188	4	9	28	28	0	10		-1
235	4	9	34	34	0	1		-1
164	4	9	36	36	0	1		-1
48	4	11	40	40	0	10		-1
232	4	8	40	40	0	1		-1
265	4	9	41	41	0	10		-1
267	4	11	42	42	0	1		-1
76	4	9	49	49	0	10		-1
240	5	11	0	0	0	50		-1
189	5	11	2	2	0	25		-1
16	5	11	3	3	0	500		-1
216	5	11	6	6	0	100		-1
274	5	10	8	8	0	50		-1
71	5	11	9	9	0	50		-1
38	5	10	11	11	0	100		-1
64	5	11	13	13	0	1		-1
141	5	10	13	13	0	25		-1
101	5	11	14	14	0	10		-1
0	5	10	17	17	0	100		-1
227	5	10	17	17	0	25		-1
22	5	10	20	20	0	1		-1
158	5	11	21	21	0	100		-1
29	5	11	23	23	0	1		-1
40	5	10	24	24	0	500		-1
66	5	11	25	25	0	100		-1
52	5	10	27	27	0	100		-1
133	5	11	29	29	0	25		-1
295	5	10	31	31	0	1		-1
30	5	10	32	32	0	500		-1
91	5	10	34	34	0	10		-1
51	5	10	35	35	0	50		-1
117	5	10	37	37	0	1		-1
262	5	10	37	37	0	25		-1
11	5	11	40	40	0	100		-1
297	5	11	41	41	0	1		-1
70	5	10	42	42	0	100		-1
97	5	10	42	42	0	1		-1
105	5	10	43	43	0	100		-1
140	5	10	45	45	0	100		-1
53	5	11	46	46	0	25		-1
78	5	10	46	46	0	500		-1
233	5	11	47	47	0	1		-1
111	5	11	48	48	0	25		-1
253	5	10	51	51	0	100		-1
42	5	10	52	52	0	500		-1
206	5	11	52	52	0	10		-1
273	5	11	54	54	0	25		-1
45	5	10	55	55	0	500		-1
130	5	11	56	56	0	25		-1
269	5	10	56	56	0	50		-1
175	5	10	57	57	0	100		-1
19	5	11	58	58	0	1		-1
34	5	10	59	59	0	10		-1
214	7	11	0	0	0	25		-1
98	7	10	1	1	0	25		-1
291	7	11	1	1	0	25		-1
90	7	10	3	3	0	500		-1
37	7	10	4	4	0	50		-1
190	7	11	4	4	0	50		-1
124	7	10	5	5	0	100		-1
7	7	11	6	6	0	100		-1
225	7	10	8	8	0	25		-1
26	7	10	11	11	0	10		-1
161	7	10	12	12	0	50		-1
10	7	10	13	13	0	25		-1
241	7	10	14	14	0	50		-1
79	7	11	15	15	0	50		-1
257	7	10	18	18	0	1		-1
220	7	11	21	21	0	100		-1
286	7	11	25	25	0	50		-1
153	7	11	26	26	0	100		-1
207	7	10	26	26	0	100		-1
143	7	10	28	28	0	500		-1
152	7	10	28	28	0	50		-1
292	7	11	32	32	0	1		-1
264	7	10	35	35	0	25		-1
219	7	10	36	36	0	1		-1
9	7	9	38	38	0	50		-1
195	7	10	38	38	0	100		-1
50	7	11	39	39	0	1		-1
277	7	11	41	41	0	25		-1
77	7	10	43	43	0	100		-1
125	7	10	43	43	0	1		-1
282	7	10	44	44	0	50		-1
89	7	10	45	45	0	10		-1
217	7	11	45	45	0	100		-1
31	7	11	50	50	0	10		-1
258	7	10	50	50	0	1		-1
24	7	11	51	51	0	10		-1
81	7	10	51	51	0	50		-1
250	7	10	51	51	0	1		-1
17	7	11	52	52	0	25		-1
27	7	11	52	52	0	100		-1
96	7	11	52	52	0	1		-1
127	7	10	52	52	0	1		-1
252	7	10	52	52	0	100		-1
46	7	11	53	53	0	10		-1
63	7	11	54	54	0	25		-1
180	7	10	55	55	0	100		-1
211	7	11	55	55	0	1		-1
83	7	10	57	57	0	10		-1
173	7	10	58	58	0	10		-1
108	7	10	59	59	0	100		-1
256	7	11	60	60	0	10		-1
