#t	PDR	Latency	Energy
10	0.0	0	0
20	0.16326530612244897	13.0	6.540000000000003
30	0.16326530612244897	13.0	6.540000000000003
40	0.16326530612244897	13.0	6.540000000000003
50	0.8061224489795918	37.721518987341774	18.90075949367087
60	0.8061224489795918	37.721518987341774	18.90075949367087
70	0.8061224489795918	37.721518987341774	18.90075949367087
80	0.8061224489795918	37.721518987341774	18.90075949367087
90	0.8061224489795918	37.721518987341774	18.90075949367087
