#t	PDR	Latency	Energy
10	0.0	0	0
20	0.17346938775510204	14.0	7.040000000000003
30	0.17346938775510204	14.0	7.040000000000003
40	0.17346938775510204	14.0	7.040000000000003
50	0.7959183673469388	38.243589743589745	19.161794871794857
60	0.7959183673469388	38.243589743589745	19.161794871794857
70	0.7959183673469388	38.243589743589745	19.161794871794857
80	0.7959183673469388	38.243589743589745	19.161794871794857
90	0.7959183673469388	38.243589743589745	19.161794871794857
